CASEID,ENQUIRYTYPEID,SUBJECTNAME,REASONNAME,TYPENAME,TITLE,OPENEDDATETIMESTRING,CASESTATUS,ADDRESS,ZIP,CLOSEDDATETIMESTRING,LastUpdateDate,EndDate,EndTime,StartDate,StartTime,LATITUDE,LONGITUDE
5065680,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN XKW263 - Pct #5,03/12/18 13:12,0,ST WILLIAMS AVE,78681,08/12/18 11:12,19/02/19 11:18,12/03/2018,01:12 PM,12/03/2018,01:12 PM,30.500823,-97.69647
5065687,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext:  InopVeh,03/12/18 13:23,0,ST JAMES PL,78665,07/12/18 10:23,19/02/19 11:18,12/03/2018,01:23 PM,12/03/2018,01:23 PM,30.526736,-97.646292
5065690,101000039,Streets,Traffic Signal / Signs,Traffic Signal Timing Issue,Traffic Signal Timing Issue,03/12/18 13:29,0, , ,03/12/18 16:29,19/02/19 11:18,12/03/2018,01:29 PM,12/03/2018,01:29 PM,30.459755,-97.621735
5065699,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 4,03/12/18 13:47,0,N INDUSTRIAL BLVD,78681,07/12/18 14:47,19/02/19 11:18,12/03/2018,01:47 PM,12/03/2018,01:47 PM,30.521738,-97.693789
5065782,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,27/03/18 15:03,0,E PALM VALLEY BLVD,78664,31/03/18 08:03,19/02/19 11:18,03/27/2018,03:03 PM,03/27/2018,03:03 PM,30.516242,-97.658878
5065793,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,27/03/18 15:54,0,MEISTER PL,78664,29/03/18 10:54,19/02/19 11:18,03/27/2018,03:54 PM,03/27/2018,03:54 PM,30.486924,-97.636099
5065814,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,27/03/18 17:10,0, , ,01/04/18 13:10,19/02/19 11:18,03/27/2018,05:10 PM,03/27/2018,05:10 PM,30.467568,-97.613521
5065817,101000167,Property,Private Property,Exterior Nuisance Complaint,Exterior Nuisance Complaint,27/03/18 17:16,0,ROUNDVILLE LN,78664,01/04/18 02:16,19/02/19 11:18,03/27/2018,05:16 PM,03/27/2018,05:16 PM,30.483978,-97.648161
5065825,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,27/03/18 17:57,0, , ,29/03/18 05:57,19/02/19 11:18,03/27/2018,05:57 PM,03/27/2018,05:57 PM,30.44167,-97.625517
5065855,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,28/03/18 09:19,0, , ,01/04/18 11:19,19/02/19 11:18,03/28/2018,09:19 AM,03/28/2018,09:19 AM,30.438193,-97.615721
5065860,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,28/03/18 09:36,0,E OLD SETTLERS BLVD,78665,01/04/18 21:36,19/02/19 11:18,03/28/2018,09:36 AM,03/28/2018,09:36 AM,30.539618,-97.662807
5065903,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext:  InopVeh,28/03/18 12:22,0,FRIARCREEK LOOP,78664,29/03/18 21:22,19/02/19 11:18,03/28/2018,12:22 PM,03/28/2018,12:22 PM,30.489695,-97.660884
5065938,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN UDD698 - Pct # 3,28/03/18 15:53,0,OXFORD BLVD,78664,28/03/18 22:53,19/02/19 11:18,03/28/2018,03:53 PM,03/28/2018,03:53 PM,30.488717,-97.665226
5065939,101000030,Streets,Snow & Ice,Snow & Ice Complaint,Streets Snow & Ice Complaint,28/03/18 15:53,0,EAGLES NEST ST,78665,02/04/18 00:53,19/02/19 11:18,03/28/2018,03:53 PM,03/28/2018,03:53 PM,30.553097,-97.672656
5065944,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,28/03/18 16:18,0,GLENN DR,78664,01/04/18 03:18,19/02/19 11:18,03/28/2018,04:18 PM,03/28/2018,04:18 PM,30.476214,-97.650693
5065968,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,28/03/18 20:01,0,SERVICE,78665,31/03/18 23:01,19/02/19 11:18,03/28/2018,08:01 PM,03/28/2018,08:01 PM,30.518314,-97.639766
5065974,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 5ba293 - Pct # 3,29/03/18 08:11,0, , ,29/03/18 10:11,19/02/19 11:18,03/29/2018,08:11 AM,03/29/2018,08:11 AM,30.438693,-97.640071
5065979,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,29/03/18 08:41,0,HILL ST,78664,03/04/18 08:41,19/02/19 11:18,03/29/2018,08:41 AM,03/29/2018,08:41 AM,30.488429,-97.616947
5066002,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 704KWX - Pct # 3,29/03/18 10:15,0,GLENN DR,78664,31/03/18 14:15,19/02/19 11:18,03/29/2018,10:15 AM,03/29/2018,10:15 AM,30.467209,-97.649897
5066008,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,29/03/18 10:49,0,WYOMING SPRINGS DR,78681,01/04/18 09:49,19/02/19 11:18,03/29/2018,10:49 AM,03/29/2018,10:49 AM,30.551649,-97.712099
5066033,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 749JGZ - Pct # 3,29/03/18 12:09,0,GLENN DR,78664,30/03/18 14:09,19/02/19 11:18,03/29/2018,12:09 PM,03/29/2018,12:09 PM,30.467209,-97.649372
5066051,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 423GWK - Pct #4,29/10/18 12:03,0,CEDAR BEND DR,78681,30/10/18 01:03,19/02/19 11:18,10/29/2018,12:03 PM,10/29/2018,12:03 PM,30.52633,-97.706543
5066052,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct #2,29/10/18 12:04,0,HARRELL PKWY,78665,31/10/18 10:04,19/02/19 11:18,10/29/2018,12:04 PM,10/29/2018,12:04 PM,30.543969,-97.629887
5066054,101000039,Streets,Traffic Signal / Signs,Traffic Signal Timing Issue,Traffic Signal Timing Issue,29/10/18 12:17,0,BRUSHY CREEK RD,78664,02/11/18 03:17,19/02/19 11:18,10/29/2018,12:17 PM,10/29/2018,12:17 PM,30.531726,-97.613093
5066056,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN  - Pct #3,29/10/18 12:22,0,GREENLAWN BLVD,78664,03/11/18 06:22,19/02/19 11:18,10/29/2018,12:22 PM,10/29/2018,12:22 PM,30.474065,-97.667049
5066058,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,29/10/18 12:25,0,PARKFIELD CV,78664,30/10/18 11:25,19/02/19 11:18,10/29/2018,12:25 PM,10/29/2018,12:25 PM,30.489745,-97.655844
5066076,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: ,29/10/18 13:25,0,RM 1431,78681,01/11/18 23:25,19/02/19 11:18,10/29/2018,01:25 PM,10/29/2018,01:25 PM,30.554705,-97.710838
5066078,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,29/10/18 13:39,0,N IH 35 FR,78681,02/11/18 13:39,19/02/19 11:18,10/29/2018,01:39 PM,10/29/2018,01:39 PM,30.555765,-97.693129
5066122,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,29/10/18 15:38,0,THOMPSON TRL,78664,02/11/18 06:38,19/02/19 11:18,10/29/2018,03:38 PM,10/29/2018,03:38 PM,30.5028,-97.659758
5066250,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,06/12/18 15:34,0,STRATFORD DR,78664,08/12/18 05:34,19/02/19 11:18,12/06/2018,03:34 PM,12/06/2018,03:34 PM,30.490177,-97.667214
5066277,101000030,Streets,Snow & Ice,Snow & Ice Complaint,Streets Snow & Ice Complaint,10/12/18 18:53,0, , ,11/12/18 03:53,19/02/19 11:18,12/10/2018,06:53 PM,12/10/2018,06:53 PM,30.459802,-97.670644
5066280,101001081,Sidewalks,Snow & Ice,Sidewalk Snow and Ice - SS,Sidewalk Snow and Ice - SS,10/12/18 19:38,0, , ,14/12/18 03:38,19/02/19 11:18,12/10/2018,07:38 PM,12/10/2018,07:38 PM,30.467292,-97.626197
5066303,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 934GYI - Pct #5,11/12/18 07:39,0,CREEKVIEW DR,78681,11/12/18 17:39,19/02/19 11:18,12/11/2018,07:39 AM,12/11/2018,07:39 AM,30.494984,-97.70205
5066311,101001081,Sidewalks,Snow & Ice,Sidewalk Snow and Ice - SS,Sidewalk Snow and Ice - SS,17/12/18 15:48,0, , ,19/12/18 16:48,19/02/19 11:18,12/17/2018,03:48 PM,12/17/2018,03:48 PM,30.459764,-97.624627
5066314,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,17/12/18 15:54,0,MEISTER LN,78664,22/12/18 09:54,19/02/19 11:18,12/17/2018,03:54 PM,12/17/2018,03:54 PM,30.490422,-97.636461
5066326,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,17/12/18 16:28,0,E PALM VALLEY BLVD,78665,21/12/18 20:28,19/02/19 11:18,12/17/2018,04:28 PM,12/17/2018,04:28 PM,30.527969,-97.624516
5066329,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,17/12/18 16:37,0,AVERY-NELSON PKWY,78665,20/12/18 03:37,19/02/19 11:18,12/17/2018,04:37 PM,12/17/2018,04:37 PM,30.556853,-97.652078
5066348,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,17/12/18 17:21,0, , ,20/12/18 09:21,19/02/19 11:18,12/17/2018,05:21 PM,12/17/2018,05:21 PM,30.450441,-97.68548
5066350,101000039,Streets,Traffic Signal / Signs,Traffic Signal Timing Issue,Traffic Signal Timing Issue,09/04/18 07:03,0,E OLD SETTLERS BLVD,78665,14/04/18 02:03,19/02/19 11:18,04/09/2018,07:03 AM,04/09/2018,07:03 AM,30.546059,-97.64012
5066368,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN YBB6381 - Pct # 3,09/04/18 09:15,0,MONICA LN,78664,13/04/18 03:15,19/02/19 11:18,04/09/2018,09:15 AM,04/09/2018,09:15 AM,30.481257,-97.634067
5066391,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,09/04/18 11:42,0,SH 45,78664,10/04/18 11:42,19/02/19 11:18,04/09/2018,11:42 AM,04/09/2018,11:42 AM,30.478545,-97.623721
5066491,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 689DPR - Pct # 3,09/04/18 20:52,0, , ,14/04/18 14:52,19/02/19 11:18,04/09/2018,08:52 PM,04/09/2018,08:52 PM,30.454494,-97.672343
5066501,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish  Vehicle,10/04/18 09:10,0,E PALM VALLEY BLVD,78665,12/04/18 10:10,19/02/19 11:18,04/10/2018,09:10 AM,04/10/2018,09:10 AM,30.524078,-97.635115
5066502,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN TZC425 - Pct # 2,10/04/18 09:15,0,FOREST RIDGE BLVD,78665,11/04/18 09:15,19/02/19 11:18,04/10/2018,09:15 AM,04/10/2018,09:15 AM,30.52584,-97.618309
5066518,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 309bee - Pct # 3,19/04/18 16:22,0, , ,23/04/18 01:22,19/02/19 11:18,04/19/2018,04:22 PM,04/19/2018,04:22 PM,30.466859,-97.64936
5066531,101000030,Streets,Snow & Ice,Snow & Ice Complaint,Streets Snow & Ice Complaint,19/04/18 17:22,0, , ,22/04/18 00:22,19/02/19 11:18,04/19/2018,05:22 PM,04/19/2018,05:22 PM,30.585858,-97.721116
5066547,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 5,19/04/18 18:51,0,S CHISHOLM TRAIL RD,78681,22/04/18 03:51,19/02/19 11:18,04/19/2018,06:51 PM,04/19/2018,06:51 PM,30.503813,-97.688589
5066554,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN UYT505 - Pct # 2,19/04/18 19:31,0,RED BUD LN,78665,21/04/18 05:31,19/02/19 11:18,04/19/2018,07:31 PM,04/19/2018,07:31 PM,30.503719,-97.614099
5066561,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN VAE950 - Pct # 5,23/04/18 07:15,0,DRY CREEK DR,78681,24/04/18 01:15,19/02/19 11:18,04/23/2018,07:15 AM,04/23/2018,07:15 AM,30.491853,-97.684597
5066581,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,23/04/18 09:43,0,E PALM VALLEY BLVD,78665,23/04/18 18:43,19/02/19 11:18,04/23/2018,09:43 AM,04/23/2018,09:43 AM,30.523933,-97.634764
5066592,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 511ENJ - Pct # 3,20/04/18 16:08,0,GLENN DR,78664,21/04/18 12:08,19/02/19 11:18,04/20/2018,04:08 PM,04/20/2018,04:08 PM,30.467209,-97.649897
5066603,101001081,Sidewalks,Snow & Ice,Sidewalk Snow and Ice - SS,Sidewalk Snow and Ice - SS,21/04/18 11:39,0, , ,21/04/18 17:39,19/02/19 11:18,04/21/2018,11:39 AM,04/21/2018,11:39 AM,30.472258,-97.726503
5066619,101000323,Public Safety,Police,Suspicious Activity,Police Suspicious Activity,22/04/18 08:10,0, , ,26/04/18 03:10,19/02/19 11:18,04/22/2018,08:10 AM,04/22/2018,08:10 AM,30.466157,-97.72655
5066635,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN TBX236 - Pct # 2,22/04/18 08:58,0,UNIVERSITY BLVD,78665,25/04/18 00:58,19/02/19 11:18,04/22/2018,08:58 AM,04/22/2018,08:58 AM,30.56914,-97.640978
5066651,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN JPV029 - Pct # 3,22/04/18 10:04,0,ANDRES WAY,78664,25/04/18 08:04,19/02/19 11:18,04/22/2018,10:04 AM,04/22/2018,10:04 AM,30.491815,-97.620415
5066660,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Residential Conditions Complaint HOD Tenant,22/04/18 10:33,0,N IH 35 FWY,78681,23/04/18 01:33,19/02/19 11:18,04/22/2018,10:33 AM,04/22/2018,10:33 AM,30.514371,-97.687454
5066664,101000323,Public Safety,Police,Suspicious Activity,Police Suspicious Activity,15/04/18 13:39,0, , ,17/04/18 05:39,19/02/19 11:18,04/15/2018,01:39 PM,04/15/2018,01:39 PM,30.447142,-97.724325
5066681,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,15/04/18 14:57,0,N IH 35 FWY,78681,16/04/18 07:57,19/02/19 11:18,04/15/2018,02:57 PM,04/15/2018,02:57 PM,30.561846,-97.69261
5066682,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,15/04/18 14:58,0,S A W GRIMES BLVD,78664,17/04/18 17:58,19/02/19 11:18,04/15/2018,02:58 PM,04/15/2018,02:58 PM,30.491062,-97.655824
5066692,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,15/04/18 15:11,0,SH 45,78681,15/04/18 20:11,19/02/19 11:18,04/15/2018,03:11 PM,04/15/2018,03:11 PM,30.479389,-97.685324
5066725,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN VRD235 - Pct # 4,15/04/18 18:10,0,N IH 35 FR,78665,20/04/18 02:10,19/02/19 11:18,04/15/2018,06:10 PM,04/15/2018,06:10 PM,30.55007,-97.691861
5066745,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN VRV901 - Pct # 1,16/04/18 08:01,0,WILLOW WAY,78664,21/04/18 08:01,19/02/19 11:18,04/16/2018,08:01 AM,04/16/2018,08:01 AM,30.514909,-97.649662
5066761,101000172,Property,Private Property,Residential Conditions Complaint HOD Tenant,Residential Conditions Complaint HOD Tenant,16/04/18 09:34,0,S KENNEY FORT BLVD,78665,18/04/18 09:34,19/02/19 11:18,04/16/2018,09:34 AM,04/16/2018,09:34 AM,30.505853,-97.636425
5066762,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: - Pct # 3,16/04/18 09:46,0,EDVILLE LN,78664,18/04/18 07:46,19/02/19 11:18,04/16/2018,09:46 AM,04/16/2018,09:46 AM,30.483029,-97.63873
5066774,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish,16/04/18 10:46,0, , ,19/04/18 02:46,19/02/19 11:18,04/16/2018,10:46 AM,04/16/2018,10:46 AM,30.438889,-97.706178
5066795,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,16/04/18 12:17,0,LOUIS HENNA BLVD,78664,16/04/18 17:17,19/02/19 11:18,04/16/2018,12:17 PM,04/16/2018,12:17 PM,30.480919,-97.663361
5066797,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,16/04/18 12:19,0,SERVICE,78628,19/04/18 09:19,19/02/19 11:18,04/16/2018,12:19 PM,04/16/2018,12:19 PM,30.573428,-97.701278
5066811,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,16/04/18 13:14,0,S OCONNOR DR,78681,20/04/18 12:14,19/02/19 11:18,04/16/2018,01:14 PM,04/16/2018,01:14 PM,30.490487,-97.717235
5066833,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 3,16/04/18 14:38,0,GLENN DR,78664,17/04/18 13:38,19/02/19 11:18,04/16/2018,02:38 PM,04/16/2018,02:38 PM,30.467209,-97.649897
5066834,101000048,Utilities Related,Sewer & Storm Drain,Sewer Issues,Sewer Issue ,16/04/18 14:42,0,W PFLUGERVILLE PKWY,78664,19/04/18 12:42,19/02/19 11:18,04/16/2018,02:42 PM,04/16/2018,02:42 PM,30.476022,-97.659153
5066838,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,16/04/18 14:53,0,GATTIS SCHOOL RD,78664,18/04/18 00:53,19/02/19 11:18,04/16/2018,02:53 PM,04/16/2018,02:53 PM,30.495169,-97.654985
5066859,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN 749JGZ - Pct # 3,16/04/18 16:21,0,GLENN DR,78664,19/04/18 00:21,19/02/19 11:18,04/16/2018,04:21 PM,04/16/2018,04:21 PM,30.467209,-97.649897
5066880,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,16/04/18 18:11,0,HERITAGE CENTER CIR,78664,17/04/18 20:11,19/02/19 11:18,04/16/2018,06:11 PM,04/16/2018,06:11 PM,30.516609,-97.677445
5066889,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: WI 969UJL - Pct # 4,16/04/18 19:06,0, , ,19/04/18 21:06,19/02/19 11:18,04/16/2018,07:06 PM,04/16/2018,07:06 PM,30.585289,-97.715666
5066904,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,17/04/18 08:29,0, , ,19/04/18 04:29,19/02/19 11:18,04/17/2018,08:29 AM,04/17/2018,08:29 AM,30.440304,-97.652341
5066920,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct # 3,17/04/18 09:38,0,GLENN DR,78664,22/04/18 08:38,19/02/19 11:18,04/17/2018,09:38 AM,04/17/2018,09:38 AM,30.467209,-97.649897
5066953,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: WI 828SXF - Pct # 3,17/04/18 11:39,0,GLENN DR,78664,19/04/18 08:39,19/02/19 11:18,04/17/2018,11:39 AM,04/17/2018,11:39 AM,30.479059,-97.648126
5066972,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,17/04/18 13:13,0,WISTERIA WAY,78664,18/04/18 21:13,19/02/19 11:18,04/17/2018,01:13 PM,04/17/2018,01:13 PM,30.511198,-97.648613
5067000,101000168,Property,Private Property,Residential Conditions Complaint,Residential Conditions Complaint,06/08/18 16:36,0,LOUIS HENNA BLVD,78664,07/08/18 03:36,19/02/19 11:18,08/06/2018,04:36 PM,08/06/2018,04:36 PM,30.489838,-97.630402
5067064,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,07/08/18 09:42,0, , ,08/08/18 07:42,19/02/19 11:18,08/07/2018,09:42 AM,08/07/2018,09:42 AM,30.578811,-97.717541
5067083,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,07/08/18 10:43,0,ZEPHYR LN,78664,09/08/18 04:43,19/02/19 11:18,08/07/2018,10:43 AM,08/07/2018,10:43 AM,30.493553,-97.666629
5067087,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,07/08/18 10:46,0,CR 112,78665,11/08/18 13:46,19/02/19 11:18,08/07/2018,10:46 AM,08/07/2018,10:46 AM,30.565843,-97.632772
5067091,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 4AL956 - Pct #5,07/08/18 10:56,0,CR 172,78681,07/08/18 12:56,19/02/19 11:18,08/07/2018,10:56 AM,08/07/2018,10:56 AM,30.482813,-97.695927
5067114,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,07/08/18 12:26,0,JAZZ ST,78664,11/08/18 00:26,19/02/19 11:18,08/07/2018,12:26 PM,08/07/2018,12:26 PM,30.476908,-97.658019
5067137,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Rubbish Veg,07/08/18 14:06,0,RM 1431,78681,10/08/18 10:06,19/02/19 11:18,08/07/2018,02:06 PM,08/07/2018,02:06 PM,30.551073,-97.720478
5067148,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg Vehicle,07/08/18 14:52,0,SANIBEL CT,78681,08/08/18 20:52,19/02/19 11:18,08/07/2018,02:52 PM,08/07/2018,02:52 PM,30.552521,-97.701966
5067166,101000167,Property,Private Property,Exterior Nuisance Complaint,Ext: Veg,07/08/18 15:11,0,SETTLERS PARK LOOP,78665,08/08/18 08:11,19/02/19 11:18,08/07/2018,03:11 PM,08/07/2018,03:11 PM,30.548561,-97.628686
5067181,101000171,Property,Private Property,Residential Conditions Complaint HOD,Residential Conditions Complaint HOD,07/08/18 16:09,0,HOLLOW TREE BLVD,78681,11/08/18 17:09,19/02/19 11:18,08/07/2018,04:09 PM,08/07/2018,04:09 PM,30.523737,-97.704569
5067192,101000173,Property,Private Property,Residential Conditions Complaint Tenant,Residential Conditions Complaint Tenant,07/08/18 17:49,0,DORIS LN,78664,07/08/18 20:49,19/02/19 11:18,08/07/2018,05:49 PM,08/07/2018,05:49 PM,30.503956,-97.611065
5067212,101000022,Streets,Street Maintenance,Pothole,Streets Pothole Repair,08/08/18 08:52,0,AZIMUTH DR,78681,10/08/18 02:52,19/02/19 11:18,08/08/2018,08:52 AM,08/08/2018,08:52 AM,30.488551,-97.723745
5067253,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN STM402 - Pct #5,08/08/18 11:37,0, , ,12/08/18 22:37,19/02/19 11:18,08/08/2018,11:37 AM,08/08/2018,11:37 AM,30.463483,-97.682552
5067261,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,08/08/18 11:50,0,N IH 35 FR,78728,09/08/18 20:50,19/02/19 11:18,08/08/2018,11:50 AM,08/08/2018,11:50 AM,30.462481,-97.67408
5067308,101000171,Property,Private Property,Residential Conditions Complaint HOD,Residential Conditions Complaint HOD,13/11/18 13:33,0,E OLD SETTLERS BLVD,78665,15/11/18 05:33,19/02/19 11:18,11/13/2018,01:33 PM,11/13/2018,01:33 PM,30.547362,-97.63536
5067311,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,13/11/18 13:41,0,OLD SETTLEMENT RD,78664,16/11/18 13:41,19/02/19 11:18,11/13/2018,01:41 PM,11/13/2018,01:41 PM,30.515431,-97.660734
5067318,101000380,Public Safety,Graffiti / Clean City,Graffiti complaint / reporting,Graffiti complaint / reporting,13/11/18 14:05,0,HYDE PARK DR,78665,15/11/18 16:05,19/02/19 11:18,11/13/2018,02:05 PM,11/13/2018,02:05 PM,30.531577,-97.640143
5067320,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,13/11/18 14:32,0, , ,17/11/18 05:32,19/02/19 11:18,11/13/2018,02:32 PM,11/13/2018,02:32 PM,30.444829,-97.627696
5067358,101001068,Animal Related,Animal Control,Animal Complaint - Livability,Animal Complaint - Livability,13/11/18 18:22,0,CR 172,78681,13/11/18 19:22,19/02/19 11:18,11/13/2018,06:22 PM,11/13/2018,06:22 PM,30.488445,-97.69615
5067371,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: MN RBN070 - Pct #4,14/11/18 10:28,0,S IH 35 FR,78665,15/11/18 13:28,19/02/19 11:18,11/14/2018,10:28 AM,11/14/2018,10:28 AM,30.579675,-97.690749
5067378,101000108,Vehicles and Commuting,Traffic Control,Abandoned Vehicle,Abandoned Vehicle Complaint: MN 659HDL - Pct #3,17/12/18 18:00,0,GLENN DR,78664,20/12/18 11:00,19/02/19 11:18,12/17/2018,06:00 PM,12/17/2018,06:00 PM,30.481683,-97.648306
5067401,101000093,Vehicles and Commuting,Parking,Parking Violation Complaint,Parking Violation Complaint: - Pct #5,18/12/18 07:51,0,PARKER DR,78728,22/12/18 20:51,19/02/19 11:18,12/18/2018,07:51 AM,12/18/2018,07:51 AM,30.476197,-97.682204
5067410,101001081,Sidewalks,Snow & Ice,Sidewalk Snow and Ice - SS,Sidewalk Snow and Ice - SS,18/12/18 08:30,0,DYER CREEK PL,78665,21/12/18 01:30,19/02/19 11:18,12/18/2018,08:30 AM,12/18/2018,08:30 AM,30.505093,-97.634712
5067427,101000007,Sidewalks,Snow & Ice,Sidewalk Snow & Ice Complaint,Sidewalk Snow,19/12/18 13:15,0,HARRELL PKWY,78665,20/12/18 19:15,19/02/19 11:18,12/19/2018,01:15 PM,12/19/2018,01:15 PM,30.529494,-97.63284
5067467,101000381,Animal Related,Animal Control,Animal Complaint - Public Health,Animal Complaint - Public Health,07/01/18 08:34,0,ROUND ROCK AVE,78681,12/01/18 04:34,19/02/19 11:18,01/07/2018,08:34 AM,01/07/2018,08:34 AM,30.506895,-97.707107
5067474,101000007,Sidewalks,Snow & Ice,Sidewalk Snow & Ice Complaint,Sidewalk Snow & Ice Complaint,07/01/18 09:47,0,RM 1431,78681,08/01/18 12:47,19/02/19 11:18,01/07/2018,09:47 AM,01/07/2018,09:47 AM,30.558894,-97.711599
