CASE#,citycode,caseyear,casenbr,reporteddate,offense,address,ResultCode,ARREST,OFFENSE_CODE,LastUpdateDate,begindate,StartDate,StartTime,EndDate,EndTime,latitude,longitude
3191737,RR,2018,691737,05/10/18 18:00,RECVEH,GATTIS SCHOOL RD,1,Yes,99,19/02/19 12:18,05/10/18 17:21,10/05/2018,05:21 PM,05/10/2018,05:21 PM,30.4957494,-97.65794462
3191763,RR,2018,691763,06/10/18 21:20,PD,CHISHOLM TRAIL RD,2,Yes,99,19/02/19 12:18,06/10/18 20:01,10/06/2018,08:01 PM,06/10/2018,08:01 PM,30.53924077,-97.69707579
3191831,RR,2018,691831,08/10/18 01:33,DAMPRP,LASSO DR,4,No,15,19/02/19 12:18,08/10/18 00:40,10/08/2018,12:40 AM,08/10/2018,12:40 AM,30.49077885,-97.68785185
3191849,RR,2018,691849,08/10/18 11:45,ASLT2,CREEK BEND BLVD,4,No,5,19/02/19 12:18,08/10/18 10:48,10/08/2018,10:48 AM,08/10/2018,10:48 AM,30.54139989,-97.71025175
3191906,RR,2018,691906,04/10/18 14:41,NARC,E LOGAN ST,2,No,28,19/02/19 12:18,04/10/18 14:30,10/04/2018,02:30 PM,04/10/2018,02:30 PM,30.50279133,-97.66551298
3191927,RR,2018,691927,07/10/18 04:15,HRPD,CLEARVIEW CV,2,Yes,99,19/02/19 12:18,07/10/18 02:05,10/07/2018,02:05 AM,07/10/2018,02:05 AM,30.50279133,-97.66262144
3191947,RR,2018,691947,07/10/18 10:27,RCPROP, ,4,No,99,19/02/19 12:18,04/10/18 10:27,10/04/2018,10:27 AM,04/10/2018,10:27 AM,30.4520406,-97.67042631
3191972,RR,2018,691972,07/10/18 01:12,DAS,REDWING WAY,4,Yes,99,19/02/19 12:18,06/10/18 22:32,10/06/2018,10:32 PM,06/10/2018,10:32 PM,30.50081914,-97.65440458
3192053,RR,2018,692053,07/10/18 15:08,NARC,GREENLAWN BLVD,1,Yes,28,19/02/19 12:18,07/10/18 14:04,10/07/2018,02:04 PM,07/10/2018,02:04 PM,30.47228901,-97.66796202
3192151,RR,2018,692151,08/10/18 20:33,C4,HOPPE TRL,2,Yes,99,19/02/19 12:18,08/10/18 17:46,10/08/2018,05:46 PM,08/10/2018,05:46 PM,30.53922169,-97.69400877
3192163,RR,2018,692163,08/10/18 06:47,FC,VERBENA WAY,1,No,99,19/02/19 12:18,07/10/18 10:36,10/07/2018,10:36 AM,07/10/2018,10:36 AM,30.53000157,-97.65509123
3192171,RR,2018,692171,07/10/18 20:55,BURGD, ,4,No,6,19/02/19 12:18,06/10/18 00:00,10/06/2018,12:00 AM,06/10/2018,12:00 AM,30.45838063,-97.64987272
3192181,RR,2018,692181,08/10/18 05:32,DAS,EGGER AVE,2,Yes,99,19/02/19 12:18,07/10/18 23:51,10/07/2018,11:51 PM,07/10/2018,11:51 PM,30.52379124,-97.67428679
3192203,RR,2018,692203,08/10/18 18:36,NOPROF,BELLVIEW AVE,4,Yes,99,19/02/19 12:18,08/10/18 18:27,10/08/2018,06:27 PM,08/10/2018,06:27 PM,30.5038213,-97.68039793
3192227,RR,2018,692227,05/10/18 13:45,MISC,W AUSTIN AVE,2,No,99,19/02/19 12:18,05/10/18 13:40,10/05/2018,01:40 PM,05/10/2018,01:40 PM,30.50995152,-97.68228239
3192307,RR,2018,692307,05/10/18 22:48,DISCON,E PALM VALLEY BLVD,2,No,38,19/02/19 12:18,05/10/18 22:47,10/05/2018,10:47 PM,05/10/2018,10:47 PM,30.5179395,-97.67436308
3192322,RR,2018,692322,08/10/18 18:55,RCPROP,N IH 35 FR,4,No,99,19/02/19 12:18,19/09/18 12:00,09/19/2018,12:00 PM,09/19/2018,12:00 PM,30.5477895,-97.68940825
3192341,RR,2018,692341,07/10/18 17:00,AOA,S IH 35 FR,2,Yes,99,19/02/19 12:18,07/10/18 14:51,10/07/2018,02:51 PM,07/10/2018,02:51 PM,30.57158177,-97.69098753
3192413,RR,2018,692413,29/09/18 12:39,ASLT5,WOODSTON DR,4,No,9,19/02/19 12:18,29/09/18 12:02,09/29/2018,12:02 PM,09/29/2018,12:02 PM,30.53396885,-97.70830626
3192445,RR,2018,692445,04/10/18 08:19,OFPEN,RM 1431,4,No,40,19/02/19 12:18,03/10/18 20:56,10/03/2018,08:56 PM,03/10/2018,08:56 PM,30.55387013,-97.71156401
3192487,RR,2018,692487,08/10/18 18:41,WT,JOYCE LN,4,Yes,99,19/02/19 12:18,08/10/18 18:05,10/08/2018,06:05 PM,08/10/2018,06:05 PM,30.4975919,-97.64891142
3192533,RR,2018,692533,10/10/18 11:50,DAS,SERVICE,2,Yes,99,19/02/19 12:18,10/10/18 08:37,10/10/2018,08:37 AM,10/10/2018,08:37 AM,30.5437917,-97.69859404
3192666,RR,2018,692666,10/10/18 22:12,POSDPA,N MAYS ST,2,Yes,40,19/02/19 12:18,10/10/18 19:50,10/10/2018,07:50 PM,10/10/2018,07:50 PM,30.53922169,-97.68789763
3192685,RR,2018,692685,10/10/18 07:45,INDEX,SH 45,2,No,18,19/02/19 12:18,08/10/18 15:05,10/08/2018,03:05 PM,08/10/2018,03:05 PM,30.4848203,-97.65289396
3192712,RR,2018,692712,09/10/18 19:30,PROBAT,LOUIS HENNA BLVD,4,Yes,40,19/02/19 12:18,09/10/18 17:38,10/09/2018,05:38 PM,09/10/2018,05:38 PM,30.49006932,-97.63426298
3192730,RR,2018,692730,10/10/18 20:10,ASLT2,MAPLE RUN,4,No,5,19/02/19 12:18,10/10/18 19:40,10/10/2018,07:40 PM,10/10/2018,07:40 PM,30.50889104,-97.65049833
3192753,RR,2018,692753,10/10/18 16:33,NOINS,BLACKJACK DR,2,Yes,99,19/02/19 12:18,10/10/18 15:44,10/10/2018,03:44 PM,10/10/2018,03:44 PM,30.52820103,-97.70114226
3192761,RR,2018,692761,11/10/18 20:45,THREAT,E PALM VALLEY BLVD,4,No,9,19/02/19 12:18,11/10/18 15:00,10/11/2018,03:00 PM,11/10/2018,03:00 PM,30.51827901,-97.68271727
3192867,RR,2018,692867,11/10/18 04:40,INKEEP,SH 45,4,No,12,19/02/19 12:18,11/10/18 04:15,10/11/2018,04:15 AM,11/10/2018,04:15 AM,30.48877995,-97.63567442
3192927,RR,2018,692927,11/10/18 00:50,DASTR,CREEK BEND BLVD,4,Yes,5,19/02/19 12:18,10/10/18 19:00,10/10/2018,07:00 PM,10/10/2018,07:00 PM,30.54233067,-97.71152586
3192937,RR,2018,692937,11/10/18 14:44,CONSME,KAROLYN DR,1,Yes,36,19/02/19 12:18,11/10/18 14:10,10/11/2018,02:10 PM,11/10/2018,02:10 PM,30.52146046,-97.67328734
3192988,RR,2018,692988,13/10/18 21:34,TLE,E PALM VALLEY BLVD,8,Yes,99,19/02/19 12:18,13/10/18 21:16,10/13/2018,09:16 PM,10/13/2018,09:16 PM,30.52392857,-97.63423247
3192993,RR,2018,692993,13/10/18 23:03,DAR,WAIMEA BND,4,Yes,99,19/02/19 12:18,13/10/18 22:49,10/13/2018,10:49 PM,10/13/2018,10:49 PM,30.54493992,-97.70648283
3193033,RR,2018,693033,11/10/18 06:10,THREAT,S A W GRIMES BLVD,4,No,9,19/02/19 12:18,11/10/18 05:51,10/11/2018,05:51 AM,11/10/2018,05:51 AM,30.4946584,-97.65577788
3193179,RR,2018,693179,12/10/18 21:07,NVA,TIMBERLINE DR,1,No,99,19/02/19 12:18,12/10/18 20:53,10/12/2018,08:53 PM,12/10/2018,08:53 PM,30.52717869,-97.65167326
3193204,RR,2018,693204,12/10/18 09:52,BURGD,BUCKSKIN DR,4,No,6,19/02/19 12:18,11/10/18 17:05,10/11/2018,05:05 PM,11/10/2018,05:05 PM,30.49462025,-97.68632597
3193252,RR,2018,693252,13/10/18 01:10,BURGD, ,4,No,6,19/02/19 12:18,11/10/18 12:00,10/11/2018,12:00 PM,11/10/2018,12:00 PM,30.49597066,-97.7155847
3193255,RR,2018,693255,13/10/18 15:38,LIQPRK,S IH 35 BYP,4,Yes,36,19/02/19 12:18,13/10/18 15:28,10/13/2018,03:28 PM,10/13/2018,03:28 PM,30.49183171,-97.67796416
3193268,RR,2018,693268,15/10/18 05:30,DAS,DOUBLE CREEK DR,1,Yes,99,19/02/19 12:18,11/10/18 19:28,10/11/2018,07:28 PM,11/10/2018,07:28 PM,30.48858922,-97.64307493
3193291,RR,2018,693291,13/10/18 00:40,WT,JOYCE LN,1,Yes,99,19/02/19 12:18,12/10/18 23:53,10/12/2018,11:53 PM,12/10/2018,11:53 PM,30.49791997,-97.65047545
3193313,RR,2018,693313,13/10/18 01:31,PI,DELL WAY,2,Yes,99,19/02/19 12:18,13/10/18 00:57,10/13/2018,12:57 AM,10/13/2018,12:57 AM,30.488429,-97.66818327
3193375,RR,2018,693375,13/10/18 20:32,DISCON,KAROLYN DR,4,Yes,38,19/02/19 12:18,13/10/18 03:38,10/13/2018,03:38 AM,10/13/2018,03:38 AM,30.52170079,-97.67670531
3193426,RR,2018,693426,15/10/18 17:43,MVTHFT,MCNEIL RD,4,No,8,19/02/19 12:18,11/10/18 10:00,10/11/2018,10:00 AM,11/10/2018,10:00 AM,30.49951069,-97.68545622
3193519,RR,2018,693519,01/01/18 15:14,PI,N RYE ST,2,Yes,99,19/02/19 12:18,01/01/18 13:39,01/01/2018,01:39 PM,01/01/2018,01:39 PM,30.51312153,-97.66921324
3193566,RR,2018,693566,03/01/18 10:20,DAC,W OAK DR,1,Yes,99,19/02/19 12:18,03/01/18 09:58,01/03/2018,09:58 AM,03/01/2018,09:58 AM,30.52059071,-97.67650694
3193619,RR,2018,693619,27/12/18 02:02,WT,RM 1431,2,Yes,99,19/02/19 12:18,27/12/18 01:55,12/27/2018,01:55 AM,12/27/2018,01:55 AM,30.55509083,-97.70487303
3193630,RR,2018,693630,28/12/18 23:52,TFPER,E PALM VALLEY BLVD,4,Yes,7,19/02/19 12:18,28/12/18 21:30,12/28/2018,09:30 PM,12/28/2018,09:30 PM,30.51685994,-97.68005461
3193658,RR,2018,693658,30/12/18 16:25,MISPER,LOUIS HENNA BLVD,4,No,99,19/02/19 12:18,30/12/18 16:13,12/30/2018,04:13 PM,12/30/2018,04:13 PM,30.48812001,-97.63799376
3193715,RR,2018,693715,31/12/18 17:01,DAS,CREEK BEND BLVD,2,Yes,99,19/02/19 12:18,31/12/18 12:37,12/31/2018,12:37 PM,12/31/2018,12:37 PM,30.53642171,-97.71116728
3193784,RR,2018,693784,03/01/18 19:45,ASLT5,LOUIS HENNA BLVD,4,No,9,19/02/19 12:18,01/01/18 00:30,01/01/2018,12:30 AM,01/01/2018,12:30 AM,30.48968022,-97.63407225
3193908,RR,2018,693908,29/12/18 23:21,DAS,GLENN DR,2,Yes,99,19/02/19 12:18,29/12/18 22:53,12/29/2018,10:53 PM,12/29/2018,10:53 PM,30.47780888,-97.6503076
3194012,RR,2018,694012,31/12/18 14:18,OPBOTT,HERITAGE CENTER CIR,1,Yes,99,19/02/19 12:18,31/12/18 12:15,12/31/2018,12:15 PM,12/31/2018,12:15 PM,30.5160703,-97.67617125
3194014,RR,2018,694014,31/12/18 14:20,OPBOTT,E PALM VALLEY BLVD,4,Yes,99,19/02/19 12:18,31/12/18 09:06,12/31/2018,09:06 AM,12/31/2018,09:06 AM,30.51827138,-97.68212218
3194026,RR,2018,694026,31/12/18 12:45,NOINS,RM 1431,2,Yes,99,19/02/19 12:18,31/12/18 10:55,12/31/2018,10:55 AM,12/31/2018,10:55 AM,30.55330937,-97.70867247
3194041,RR,2018,694041,31/12/18 11:11,HRPD,WILLOW WAY,4,No,99,19/02/19 12:18,30/12/18 14:00,12/30/2018,02:00 PM,12/30/2018,02:00 PM,30.50944035,-97.65132231
3194047,RR,2018,694047,31/12/18 12:59,PD,HERITAGE SPRINGS TRL,2,No,99,19/02/19 12:18,31/12/18 12:05,12/31/2018,12:05 PM,12/31/2018,12:05 PM,30.51066105,-97.66017241
3194097,RR,2018,694097,31/12/18 00:45,NOINS,HIDDEN GLEN DR,2,Yes,99,19/02/19 12:18,31/12/18 00:20,12/31/2018,12:20 AM,12/31/2018,12:20 AM,30.54431813,-97.70632261
3194111,RR,2018,694111,31/12/18 08:52,MTC,E PALM VALLEY BLVD,7,No,38,19/02/19 12:18,31/12/18 08:52,12/31/2018,08:52 AM,12/31/2018,08:52 AM,30.51684086,-97.66887755
3194136,RR,2018,694136,02/01/18 15:30,WT,SYLVIA LN,4,Yes,99,19/02/19 12:18,02/01/18 14:00,01/02/2018,02:00 PM,02/01/2018,02:00 PM,30.52347844,-97.70176787
3194182,RR,2018,694182,01/01/18 05:00,NOPROF,LOUIS HENNA BLVD,2,Yes,99,19/02/19 12:18,01/01/18 03:00,01/01/2018,03:00 AM,01/01/2018,03:00 AM,30.48662846,-97.65671629
3194305,RR,2018,694305,01/01/18 00:18,RCPROP,S KENNEY FORT BLVD,1,No,99,19/02/19 12:18,01/01/18 00:05,01/01/2018,12:05 AM,01/01/2018,12:05 AM,30.5199918,-97.63942808
3194377,RR,2018,694377,01/01/18 22:35,DASLT5,ROUND ROCK WEST DR,4,No,9,19/02/19 12:18,01/01/18 21:24,01/01/2018,09:24 PM,01/01/2018,09:24 PM,30.50303166,-97.68973631
3194570,RR,2018,694570,03/01/18 09:50,BOMB,E PALM VALLEY BLVD,4,No,9,19/02/19 12:18,02/01/18 20:15,01/02/2018,08:15 PM,02/01/2018,08:15 PM,30.5176801,-97.66586394
3194573,RR,2018,694573,02/01/18 23:46,PD,LOUIS HENNA BLVD,2,Yes,99,19/02/19 12:18,02/01/18 21:38,01/02/2018,09:38 PM,02/01/2018,09:38 PM,30.48145955,-97.67060179
3194591,RR,2018,694591,05/01/18 12:20,WT,SH 45,4,Yes,99,19/02/19 12:18,05/01/18 11:19,01/05/2018,11:19 AM,05/01/2018,11:19 AM,30.48877995,-97.63567442
3194606,RR,2018,694606,04/01/18 12:02,OD,CUSHING PARK DR,4,No,99,19/02/19 12:18,04/01/18 11:06,01/04/2018,11:06 AM,04/01/2018,11:06 AM,30.49611943,-97.67403502
3194609,RR,2018,694609,04/01/18 12:39,RCPROP,GULF WAY,1,No,99,19/02/19 12:18,03/01/18 20:00,01/03/2018,08:00 PM,03/01/2018,08:00 PM,30.55224888,-97.65745634
3194682,RR,2018,694682,04/01/18 18:15,FLSTPL,GREENHILL DR,2,Yes,99,19/02/19 12:18,30/05/18 15:42,05/30/2018,03:42 PM,05/30/2018,03:42 PM,30.53919118,-97.68480772
3194790,RR,2018,694790,14/10/18 00:13,NOPROF,W OAK DR,2,Yes,99,19/02/19 12:18,13/10/18 17:08,10/13/2018,05:08 PM,10/13/2018,05:08 PM,30.52049916,-97.67664427
3194866,RR,2018,694866,14/10/18 02:46,ASLT5,LILAC DR,2,No,9,19/02/19 12:18,14/10/18 02:46,10/14/2018,02:46 AM,10/14/2018,02:46 AM,30.51988118,-97.67276854
3194901,RR,2018,694901,14/10/18 11:34,AUTOTH,SERVICE,4,No,8,19/02/19 12:18,13/10/18 23:30,10/13/2018,11:30 PM,10/13/2018,11:30 PM,30.4773206,-97.66893858
3194902,RR,2018,694902,14/10/18 12:34,FALSNM, ,4,Yes,40,19/02/19 12:18,14/10/18 11:30,10/14/2018,11:30 AM,10/14/2018,11:30 AM,30.56880849,-97.70029539
3194954,RR,2018,694954,15/10/18 23:50,CBYMIN,ROUNDVILLE LN,4,Yes,36,19/02/19 12:18,15/10/18 23:21,10/15/2018,11:21 PM,10/15/2018,11:21 PM,30.4832906,-97.64689726
3194987,RR,2018,694987,15/10/18 12:15,BIKETF,GREY FEATHER CT,4,No,7,19/02/19 12:18,14/10/18 17:45,10/14/2018,05:45 PM,10/14/2018,05:45 PM,30.50974934,-97.6440515
3195071,RR,2018,695071,16/10/18 01:40,ASLT2,JEFFREY WAY,2,No,5,19/02/19 12:18,16/10/18 00:23,10/16/2018,12:23 AM,10/16/2018,12:23 AM,30.54030888,-97.69094176
3195130,RR,2018,695130,11/10/18 02:48,MISC,CHISHOLM TRAIL RD,2,No,99,19/02/19 12:18,11/10/18 02:48,10/11/2018,02:48 AM,11/10/2018,02:48 AM,30.53119176,-97.69688505
3195186,RR,2018,695186,14/10/18 20:00,THEFT,E PALM VALLEY BLVD,4,No,7,19/02/19 12:18,14/10/18 19:00,10/14/2018,07:00 PM,10/14/2018,07:00 PM,30.51827901,-97.68271727
3195225,RR,2018,695225,15/10/18 19:30,WT,JOYCE LN,4,Yes,99,19/02/19 12:18,15/10/18 18:59,10/15/2018,06:59 PM,10/15/2018,06:59 PM,30.4975919,-97.64891142
3195229,RR,2018,695229,14/10/18 23:56,BURGD,N SH 45 W,4,No,6,19/02/19 12:18,14/10/18 22:13,10/14/2018,10:13 PM,10/14/2018,10:13 PM,30.4762296,-97.69209379
3195249,RR,2018,695249,16/10/18 09:15,DAMMV,E MAIN ST,2,No,15,19/02/19 12:18,15/10/18 16:30,10/15/2018,04:30 PM,10/15/2018,04:30 PM,30.5119695,-97.66648192
3195319,RR,2018,695319,16/10/18 05:35,R&C,LOUIS HENNA BLVD,2,Yes,14,19/02/19 12:18,16/10/18 04:29,10/16/2018,04:29 AM,10/16/2018,04:29 AM,30.48483174,-97.65798277
3195321,RR,2018,695321,16/10/18 09:09,BURGD,BUCKBOARD BLVD,4,No,6,19/02/19 12:18,16/10/18 05:00,10/16/2018,05:00 AM,10/16/2018,05:00 AM,30.49349873,-97.68379301
3195481,RR,2018,695481,16/10/18 23:39,C4,RM 1431,4,Yes,99,19/02/19 12:18,16/10/18 23:08,10/16/2018,11:08 PM,10/16/2018,11:08 PM,30.55731862,-97.7115869
3195488,RR,2018,695488,16/10/18 05:00,TLE,BAREFOOT LN,2,Yes,99,19/02/19 12:18,16/10/18 03:44,10/16/2018,03:44 AM,10/16/2018,03:44 AM,30.51143925,-97.62723631
3195492,RR,2018,695492,16/10/18 22:58,BURGD,LASSO DR,4,No,6,19/02/19 12:18,16/10/18 21:00,10/16/2018,09:00 PM,10/16/2018,09:00 PM,30.49153035,-97.68758482
3195515,RR,2018,695515,15/10/18 08:40,DASLT5,HENLEY DR,4,No,9,19/02/19 12:18,15/10/18 07:46,10/15/2018,07:46 AM,10/15/2018,07:46 AM,30.53845112,-97.70134825
3195543,RR,2018,695543,17/10/18 05:45,BURGD,DONNELL DR,4,No,6,19/02/19 12:18,16/10/18 18:15,10/16/2018,06:15 PM,10/16/2018,06:15 PM,30.49365895,-97.62402434
3195555,RR,2018,695555,17/10/18 11:30,MISPER,CHISHOLM TRAIL RD,4,No,99,19/02/19 12:18,17/10/18 09:45,10/17/2018,09:45 AM,10/17/2018,09:45 AM,30.52350896,-97.69270415
3195762,RR,2018,695762,20/10/18 06:13,FC,BASS LOOP,2,Yes,99,19/02/19 12:18,20/10/18 03:06,10/20/2018,03:06 AM,10/20/2018,03:06 AM,30.55007832,-97.66298765
3195804,RR,2018,695804,18/10/18 13:32,AOA,E PALM VALLEY BLVD,4,No,99,19/02/19 12:18,18/10/18 01:13,10/18/2018,01:13 AM,10/18/2018,01:13 AM,30.51745885,-97.66864866
3195870,RR,2018,695870,18/10/18 22:18,NOPROF,JARRETT WAY,1,Yes,99,19/02/19 12:18,18/10/18 22:15,10/18/2018,10:15 PM,10/18/2018,10:15 PM,30.47043889,-97.68087858
3195903,RR,2018,695903,19/10/18 18:30,CIC,BLUE SPRING CIR,8,No,50,19/02/19 12:18,19/10/18 17:30,10/19/2018,05:30 PM,10/19/2018,05:30 PM,30.51808827,-97.70479674
3195921,RR,2018,695921,18/10/18 11:35,RCPROP,PECAN AVE,4,No,99,19/02/19 12:18,18/10/18 11:35,10/18/2018,11:35 AM,10/18/2018,11:35 AM,30.5149297,-97.6725778
3195957,RR,2018,695957,19/10/18 21:30,HLTWEL,E MAIN ST,4,No,99,19/02/19 12:18,19/10/18 19:38,10/19/2018,07:38 PM,10/19/2018,07:38 PM,30.5121793,-97.66535277
3195992,RR,2018,695992,04/10/18 11:55,ASLT5,WYOMING SPRINGS DR,1,Yes,9,19/02/19 12:18,04/10/18 09:17,10/04/2018,09:17 AM,04/10/2018,09:17 AM,30.51386922,-97.71785826
3196016,RR,2018,696016,07/10/18 14:13,DISCON,STRATFORD CT,1,No,38,19/02/19 12:18,07/10/18 14:15,10/07/2018,02:15 PM,07/10/2018,02:15 PM,30.48865025,-97.66543669
3196056,RR,2018,696056,20/10/18 03:12,NOINS,GULF WAY,1,Yes,99,19/02/19 12:18,20/10/18 02:59,10/20/2018,02:59 AM,10/20/2018,02:59 AM,30.55216878,-97.65520567
3196126,RR,2018,696126,17/10/18 11:15,LIQCHK,N MAYS ST,4,No,99,19/02/19 12:18,16/10/18 12:58,10/16/2018,12:58 PM,10/16/2018,12:58 PM,30.53948109,-97.68770689
3196127,RR,2018,696127,19/10/18 14:10,DAS,WAIMEA BND,2,Yes,99,19/02/19 12:18,19/10/18 13:58,10/19/2018,01:58 PM,10/19/2018,01:58 PM,30.54788869,-97.70864195
3196135,RR,2018,696135,20/10/18 11:55,ASLT2,ZIMMERMAN LN,4,No,5,19/02/19 12:18,20/10/18 11:44,10/20/2018,11:44 AM,10/20/2018,11:44 AM,30.52487843,-97.71439451
3196149,RR,2018,696149,18/10/18 17:50,DAR,OAK PL,2,Yes,99,19/02/19 12:18,17/10/18 22:10,10/17/2018,10:10 PM,10/17/2018,10:10 PM,30.53163045,-97.70117277
3196167,RR,2018,696167,21/10/18 17:22,THEFT,LOUIS HENNA BLVD,4,No,7,19/02/19 12:18,01/06/18 00:00,06/01/2018,12:00 AM,01/06/2018,12:00 AM,30.48612111,-97.65129179
3196205,RR,2018,696205,09/10/18 22:25,MISC,S KENNEY FORT BLVD,2,No,99,19/02/19 12:18,09/10/18 22:25,10/09/2018,10:25 PM,09/10/2018,10:25 PM,30.50284855,-97.63594145
3196274,RR,2018,696274,22/10/18 17:30,ASLT2,GREENHILL DR,4,Yes,5,19/02/19 12:18,22/10/18 14:37,10/22/2018,02:37 PM,10/22/2018,02:37 PM,30.53892033,-97.68438811
3196312,RR,2018,696312,19/10/18 01:03,NODL,SANIBEL CT,2,Yes,99,19/02/19 12:18,18/10/18 18:00,10/18/2018,06:00 PM,10/18/2018,06:00 PM,30.54963963,-97.698533
3196328,RR,2018,696328,21/10/18 19:57,ROBPAG,RM 1431,4,No,4,19/02/19 12:18,21/10/18 18:56,10/21/2018,06:56 PM,10/21/2018,06:56 PM,30.5535001,-97.70573515
3196432,RR,2018,696432,25/10/18 14:49,MISC,SAVANNAH DR,4,No,99,19/02/19 12:18,24/10/18 13:15,10/24/2018,01:15 PM,10/24/2018,01:15 PM,30.53118031,-97.70804686
3196438,RR,2018,696438,21/10/18 11:45,WT,LOUIS HENNA BLVD,4,Yes,99,19/02/19 12:18,20/10/18 11:19,10/20/2018,11:19 AM,10/20/2018,11:19 AM,30.48968022,-97.63407225
3196483,RR,2018,696483,06/10/18 16:35,MTC, ,1,No,38,19/02/19 12:18,06/10/18 16:35,10/06/2018,04:35 PM,06/10/2018,04:35 PM,30.47432988,-97.63267607
3196596,RR,2018,696596,13/10/18 01:46,MTC,JASMINE PATH,1,No,38,19/02/19 12:18,13/10/18 01:46,10/13/2018,01:46 AM,10/13/2018,01:46 AM,30.50274174,-97.65029234
3196635,RR,2018,696635,19/10/18 13:26,TRSPAS,HESTERS CROSSING RD,2,No,40,19/02/19 12:18,19/10/18 13:20,10/19/2018,01:20 PM,10/19/2018,01:20 PM,30.48844044,-97.67963499
3196755,RR,2018,696755,22/10/18 14:00,DAMPRP,LOUIS HENNA BLVD,2,No,15,19/02/19 12:18,20/10/18 02:30,10/20/2018,02:30 AM,10/20/2018,02:30 AM,30.48662846,-97.65544218
3196854,RR,2018,696854,23/10/18 15:17,NARC,SH 45,4,No,28,19/02/19 12:18,23/10/18 11:00,10/23/2018,11:00 AM,10/23/2018,11:00 AM,30.48572819,-97.64998717
3196936,RR,2018,696936,23/10/18 00:09,DWI,N IH 35 FR,2,Yes,35,19/02/19 12:18,22/10/18 21:07,10/22/2018,09:07 PM,10/22/2018,09:07 PM,30.54780095,-97.69094176
3196939,RR,2018,696939,23/10/18 02:00,FALSNM,SUNRISE RD,2,Yes,40,19/02/19 12:18,23/10/18 00:47,10/23/2018,12:47 AM,10/23/2018,12:47 AM,30.5413007,-97.67373747
3196960,RR,2018,696960,24/10/18 20:30,NOINS,N IH 35 FR,2,Yes,99,19/02/19 12:18,23/10/18 14:12,10/23/2018,02:12 PM,10/23/2018,02:12 PM,30.53922169,-97.69094176
3197018,RR,2018,697018,22/10/18 20:21,MISC,E PALM VALLEY BLVD,7,No,99,19/02/19 12:18,22/10/18 20:21,10/22/2018,08:21 PM,10/22/2018,08:21 PM,30.51684086,-97.66887755
3197119,RR,2018,697119,24/10/18 13:23,NOPROF,W OLD BOWMAN RD,1,Yes,99,19/02/19 12:18,24/10/18 12:46,10/24/2018,12:46 PM,10/24/2018,12:46 PM,30.52249043,-97.68586821
3197160,RR,2018,697160,28/09/18 03:00,ASLT2,DOUBLE CREEK DR,4,No,5,19/02/19 12:18,28/09/18 02:08,09/28/2018,02:08 AM,09/28/2018,02:08 AM,30.50252812,-97.64592833
3197166,RR,2018,697166,24/10/18 12:30,HRUNAT,SKYLERS CIR,1,No,99,19/02/19 12:18,23/10/18 08:15,10/23/2018,08:15 AM,10/23/2018,08:15 AM,30.5557317,-97.63605589
3197209,RR,2018,697209,23/10/18 16:32,DISCON,DELL WAY,2,No,38,19/02/19 12:18,23/10/18 16:32,10/23/2018,04:32 PM,10/23/2018,04:32 PM,30.48662083,-97.66561217
3197287,RR,2018,697287,02/05/18 17:53,MALPUN,E PALM VALLEY BLVD,4,No,34,19/02/19 12:18,02/05/18 17:53,05/02/2018,05:53 PM,02/05/2018,05:53 PM,30.51747029,-97.66311735
3197310,RR,2018,697310,25/10/18 08:40,BURGD, ,4,No,6,19/02/19 12:18,24/10/18 21:00,10/24/2018,09:00 PM,10/24/2018,09:00 PM,30.44826024,-97.65831846
3197403,RR,2018,697403,25/10/18 20:20,DAS,N MAYS ST,4,Yes,99,19/02/19 12:18,25/10/18 19:35,10/25/2018,07:35 PM,10/25/2018,07:35 PM,30.54217045,-97.68898863
3197448,RR,2018,697448,23/10/18 22:38,MISC,SERVICE,4,No,99,19/02/19 12:18,23/10/18 22:00,10/23/2018,10:00 PM,10/23/2018,10:00 PM,30.48625081,-97.68023771
3197510,RR,2018,697510,25/10/18 21:45,NOPROF,S IH 35 FR,2,Yes,99,19/02/19 12:18,25/10/18 21:02,10/25/2018,09:02 PM,10/25/2018,09:02 PM,30.49740117,-97.67952818
3197533,RR,2018,697533,26/10/18 03:41,RECVEH,RACHEL LN,4,No,99,19/02/19 12:18,26/10/18 03:34,10/26/2018,03:34 AM,10/26/2018,03:34 AM,30.49439137,-97.65122313
3197535,RR,2018,697535,26/10/18 04:25,WT,HERITAGE CENTER CIR,4,Yes,99,19/02/19 12:18,26/10/18 03:28,10/26/2018,03:28 AM,10/26/2018,03:28 AM,30.5170583,-97.67648405
3197541,RR,2018,697541,27/10/18 20:18,DAMMV,ROUNDVILLE LN,4,No,15,19/02/19 12:18,26/10/18 20:00,10/26/2018,08:00 PM,10/26/2018,08:00 PM,30.48551076,-97.6423654
3197666,RR,2018,697666,26/10/18 23:56,DAS,RM 1431,2,Yes,99,19/02/19 12:18,26/10/18 22:25,10/26/2018,10:25 PM,10/26/2018,10:25 PM,30.55332081,-97.71246428
3197678,RR,2018,697678,27/10/18 00:04,ROBPER,WYOMING SPRINGS DR,2,No,4,19/02/19 12:18,26/10/18 23:15,10/26/2018,11:15 PM,10/26/2018,11:15 PM,30.54611867,-97.71754545
