master_incident_number,response_date,StartDate,EndDate,problem,call_disposition,priority_number,LastUpdateDate,latitude,longitude
1381420,20/03/18 19:26,Mar 20 2018  7:26PM,Mar 20 2018  7:26PM,Assault in Progress,GOA-Gone on Arrival,1,19/02/19 12:14,30.53924,-97.700121
1354255,03/09/18 11:06,Sep  3 2018 11:06AM,Sep  3 2018 11:06AM,Miscellaneous,INS-Inservice,3,19/02/19 12:14,30.53924,-97.690465
1050731,29/05/18 02:38,May 29 2018  2:38AM,May 29 2018  2:38AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.53924,-97.684215
1232280,02/04/18 11:19,Apr  2 2018 11:19AM,Apr  2 2018 11:19AM,Disturbance,AST-Assist,2,19/02/19 12:14,30.539241,-97.698606
1184791,13/02/18 19:02,Feb 13 2018  7:02PM,Feb 13 2018  7:02PM,Miscellaneous,,3,19/02/19 12:14,30.539241,-97.698591
1314744,18/03/18 01:44,Mar 18 2018  1:44AM,Mar 18 2018  1:44AM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.539241,-97.698591
1444921,30/03/18 03:24,Mar 30 2018  3:24AM,Mar 30 2018  3:24AM,Unknown Trouble,GOA-Gone on Arrival,1,19/02/19 12:14,30.539241,-97.698591
1588277,09/10/18 20:30,Oct  9 2018  8:30PM,Oct  9 2018  8:30PM,Check the Welfare,AOK- All OK,2,19/02/19 12:14,30.539241,-97.698591
1802144,31/05/18 13:11,May 31 2018  1:11PM,May 31 2018  1:11PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.539241,-97.698591
1066792,12/05/18 21:18,May 12 2018  9:18PM,May 12 2018  9:18PM,Disturbance,SNT-Sent,2,19/02/19 12:14,30.539247,-97.694344
1113278,19/07/18 08:04,Jul 19 2018  8:04AM,Jul 19 2018  8:04AM,Audible Business Alarm,,1,19/02/19 12:14,30.539247,-97.694344
1051279,04/06/18 23:40,Jun  4 2018 11:40PM,Jun  4 2018 11:40PM,Suspicious Vehicle,SNT-Sent,2,19/02/19 12:14,30.539247,-97.691011
1128322,16/12/18 23:09,Dec 16 2018 11:09PM,Dec 16 2018 11:09PM,Traffic Law Enforcement,AST-Assist,4,19/02/19 12:14,30.539247,-97.691011
1154040,19/11/18 18:38,Nov 19 2018  6:38PM,Nov 19 2018  6:38PM,Down Outside-One,SNT-Sent,1,19/02/19 12:14,30.539247,-97.691011
1172389,28/12/18 02:44,Dec 28 2018  2:44AM,Dec 28 2018  2:44AM,Emotionally Disturb Person,SNT-Sent,1,19/02/19 12:14,30.539247,-97.691011
1259786,19/06/18 17:42,Jun 19 2018  5:42PM,Jun 19 2018  5:42PM,Unknown Trouble,AST-Assist,1,19/02/19 12:14,30.539247,-97.691011
1352695,18/10/18 18:33,Oct 18 2018  6:33PM,Oct 18 2018  6:33PM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.539247,-97.691011
1433413,06/02/18 02:44,Feb  6 2018  2:44AM,Feb  6 2018  2:44AM,Domestic,DTX-Detox,2,19/02/19 12:14,30.539247,-97.691011
1471646,28/04/18 12:49,Apr 28 2018 12:49PM,Apr 28 2018 12:49PM,Theft-Hold One Cooperative,TAG-Tagged,2,19/02/19 12:14,30.539247,-97.691011
1557880,21/09/18 16:12,Sep 21 2018  4:12PM,Sep 21 2018  4:12PM,Suspicious Person,AOK- All OK,2,19/02/19 12:14,30.539247,-97.691011
1744118,18/10/18 17:13,Oct 18 2018  5:13PM,Oct 18 2018  5:13PM,Suspicious Person,BKG-Booking,2,19/02/19 12:14,30.539247,-97.691011
1380937,19/03/18 19:37,Mar 19 2018  7:37PM,Mar 19 2018  7:37PM,Theft,GOA-Gone on Arrival,1,19/02/19 12:14,30.539247,-97.690177
1062463,03/05/18 20:38,May  3 2018  8:38PM,May  3 2018  8:38PM,Check the Welfare,GOA-Gone on Arrival,2,19/02/19 12:14,30.539247,-97.689066
1004636,21/04/18 01:11,Apr 21 2018  1:11AM,Apr 21 2018  1:11AM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.539247,-97.688233
1116092,08/12/18 00:45,Dec  8 2018 12:45AM,Dec  8 2018 12:45AM,Property Damage Accident,RPT-Report,2,19/02/19 12:14,30.539247,-97.688233
1183195,10/02/18 22:09,Feb 10 2018 10:09PM,Feb 10 2018 10:09PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.539247,-97.688233
1565901,07/10/18 14:27,Oct  7 2018  2:27PM,Oct  7 2018  2:27PM,Check the Welfare,GOA-Gone on Arrival,2,19/02/19 12:14,30.539247,-97.688233
1658934,05/12/18 21:31,Dec  5 2018  9:31PM,Dec  5 2018  9:31PM,Directed Patrol (P),,4,19/02/19 12:14,30.53925,-97.689335
1037629,03/04/18 14:04,Apr  3 2018  2:04PM,Apr  3 2018  2:04PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.53927,-97.690025
1718805,12/02/18 19:23,Feb 12 2018  7:23PM,Feb 12 2018  7:23PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.53928,-97.683475
1721305,16/02/18 22:37,Feb 16 2018 10:37PM,Feb 16 2018 10:37PM,Traffic Law Enforcement,BKG-Booking,4,19/02/19 12:14,30.53933,-97.700035
1818613,23/05/18 05:17,May 23 2018  5:17AM,May 23 2018  5:17AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.539349,-97.685936
1162170,22/10/18 15:52,Oct 22 2018  3:52PM,Oct 22 2018  3:52PM,Traffic Law Enforcement,BKG-Booking,4,19/02/19 12:14,30.53935,-97.704825
1034394,30/04/18 14:54,Apr 30 2018  2:54PM,Apr 30 2018  2:54PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.5395,-97.691145
1108197,11/07/18 10:41,Jul 11 2018 10:41AM,Jul 11 2018 10:41AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.53951,-97.695535
1430315,28/01/18 18:14,Jan 28 2018  6:14PM,Jan 28 2018  6:14PM,Sound of Shots Fired,CNL-Cancel,1,19/02/19 12:14,30.539524,-97.704899
1752064,06/03/18 04:33,Mar  6 2018  4:33AM,Mar  6 2018  4:33AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.53953,-97.636705
1565107,17/07/18 21:00,Jul 17 2018  9:00PM,Jul 17 2018  9:00PM,Suspicious Person,ADV-Advised,2,19/02/19 12:14,30.53956,-97.691055
1403449,04/12/18 01:11,Dec  4 2018  1:11AM,Dec  4 2018  1:11AM,Suspicious Person,DTX-Detox,2,19/02/19 12:14,30.53956,-97.683685
1045861,31/03/18 22:24,Mar 31 2018 10:24PM,Mar 31 2018 10:24PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.539565,-97.704874
1718036,11/02/18 02:30,Feb 11 2018  2:30AM,Feb 11 2018  2:30AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.539593,-97.702004
1227224,24/03/18 17:39,Mar 24 2018  5:39PM,Mar 24 2018  5:39PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.539597,-97.70367
1157158,26/11/18 00:34,Nov 26 2018 12:34AM,Nov 26 2018 12:34AM,Suspicious Person,AOK- All OK,2,19/02/19 12:14,30.539621,-97.703534
1712461,02/02/18 13:20,Feb  2 2018  1:20PM,Feb  2 2018  1:20PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.53963,-97.695075
1498747,22/08/18 17:11,Aug 22 2018  5:11PM,Aug 22 2018  5:11PM,Narcotics Activity,GOA-Gone on Arrival,2,19/02/19 12:14,30.539683,-97.701904
1303924,29/01/18 21:35,Jan 29 2018  9:35PM,Jan 29 2018  9:35PM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.539779,-97.649038
1236124,08/04/18 10:57,Apr  8 2018 10:57AM,Apr  8 2018 10:57AM,Domestic,ADV-Advised,2,19/02/19 12:14,30.539827,-97.712447
1183714,11/02/18 09:19,Feb 11 2018  9:19AM,Feb 11 2018  9:19AM,Unknown Wireless/Cell Phone,GOA-Gone on Arrival,2,19/02/19 12:14,30.539844,-97.706124
1159256,11/09/18 10:34,Sep 11 2018 10:34AM,Sep 11 2018 10:34AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.53985,-97.697045
1716206,20/02/18 01:04,Feb 20 2018  1:04AM,Feb 20 2018  1:04AM,Loud Party,AST-Assist,3,19/02/19 12:14,30.539872,-97.698593
1738535,13/03/18 17:17,Mar 13 2018  5:17PM,Mar 13 2018  5:17PM,Suspicious Vehicle,TAG-Tagged,2,19/02/19 12:14,30.53988,-97.703115
1431679,01/02/18 13:41,Feb  1 2018  1:41PM,Feb  1 2018  1:41PM,Recover Property,RPT-Report,3,19/02/19 12:14,30.539896,-97.667569
1215538,27/02/18 14:31,Feb 27 2018  2:31PM,Feb 27 2018  2:31PM,Check the Welfare,UNF-Unfounded,2,19/02/19 12:14,30.539898,-97.690944
1675914,15/12/18 19:38,Dec 15 2018  7:38PM,Dec 15 2018  7:38PM,Unknown Wireless/Cell Phone,UTL-Unable to Locate,2,19/02/19 12:14,30.539924,-97.711165
1115870,09/08/18 17:36,Aug  9 2018  5:36PM,Aug  9 2018  5:36PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.53998,-97.70666
1315146,04/03/18 18:40,Mar  4 2018  6:40PM,Mar  4 2018  6:40PM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.54,-97.698635
1556967,21/09/18 08:40,Sep 21 2018  8:40AM,Sep 21 2018  8:40AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.54,-97.650385
1161467,15/09/18 10:07,Sep 15 2018 10:07AM,Sep 15 2018 10:07AM,Disturbance,CNL-Cancel,2,19/02/19 12:14,30.540002,-97.660491
1284271,27/02/18 01:43,Feb 27 2018  1:43AM,Feb 27 2018  1:43AM,Domestic Abuse-In Progress,RPT-Report,1,19/02/19 12:14,30.540071,-97.708645
1770476,14/11/18 08:43,Nov 14 2018  8:43AM,Nov 14 2018  8:43AM,Receive Information,ADV-Advised,3,19/02/19 12:14,30.54008,-97.66452
1833649,24/04/18 11:24,Apr 24 2018 11:24AM,Apr 24 2018 11:24AM,Miscellaneous,INS-Inservice,3,19/02/19 12:14,30.540109,-97.679998
1180971,06/02/18 17:06,Feb  6 2018  5:06PM,Feb  6 2018  5:06PM,Burglary Dwlng In Progress,GOA-Gone on Arrival,1,19/02/19 12:14,30.540114,-97.670626
1641687,06/10/18 14:49,Oct  6 2018  2:49PM,Oct  6 2018  2:49PM,Disturbance,,2,19/02/19 12:14,30.540117,-97.708733
1817588,22/05/18 14:18,May 22 2018  2:18PM,May 22 2018  2:18PM,Traffic Law Enforcement,BKG-Booking,4,19/02/19 12:14,30.54014,-97.694595
1331791,30/09/18 17:41,Sep 30 2018  5:41PM,Sep 30 2018  5:41PM,Auto Theft,ADV-Advised,2,19/02/19 12:14,30.54015,-97.635949
1059025,03/07/18 02:11,Jul  3 2018  2:11AM,Jul  3 2018  2:11AM,Suspicious Person,SNT-Sent,2,19/02/19 12:14,30.54028,-97.711135
1582505,21/04/18 23:51,Apr 21 2018 11:51PM,Apr 21 2018 11:51PM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.54031,-97.683335
1605789,20/08/18 18:06,Aug 20 2018  6:06PM,Aug 20 2018  6:06PM,Suspicious Person,TAG-Tagged,2,19/02/19 12:14,30.540313,-97.690944
1679626,22/12/18 16:45,Dec 22 2018  4:45PM,Dec 22 2018  4:45PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.540313,-97.690944
1755866,09/08/18 22:50,Aug  9 2018 10:50PM,Aug  9 2018 10:50PM,Drunk/Intoxicated Person,TRN-Transport,3,19/02/19 12:14,30.540314,-97.691179
1083532,11/07/18 22:46,Jul 11 2018 10:46PM,Jul 11 2018 10:46PM,Down Outside-One,TRN-Transport,1,19/02/19 12:14,30.540317,-97.692477
1138874,29/08/18 19:14,Aug 29 2018  7:14PM,Aug 29 2018  7:14PM,Suspicious Person,RPT-Report,2,19/02/19 12:14,30.540317,-97.692477
1821530,01/06/18 07:55,Jun  1 2018  7:55AM,Jun  1 2018  7:55AM,Suspicious Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.540318,-97.692712
1391966,02/11/18 16:59,Nov  2 2018  4:59PM,Nov  2 2018  4:59PM,Unknown Wireless/Cell Phone,GOA-Gone on Arrival,2,19/02/19 12:14,30.540321,-97.693574
1784221,13/12/18 18:23,Dec 13 2018  6:23PM,Dec 13 2018  6:23PM,Suspicious Person,ADV-Advised,2,19/02/19 12:14,30.540327,-97.695543
1639662,28/09/18 22:22,Sep 28 2018 10:22PM,Sep 28 2018 10:22PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.54033,-97.694595
1263773,03/12/18 10:11,Dec  3 2018 10:11AM,Dec  3 2018 10:11AM,Suspicious Vehicle,RPT-Report,2,19/02/19 12:14,30.540337,-97.698594
1467024,19/07/18 13:54,Jul 19 2018  1:54PM,Jul 19 2018  1:54PM,Property Damage/Hit & Run,NOS-No Service,2,19/02/19 12:14,30.540337,-97.698594
1805700,13/05/18 20:35,May 13 2018  8:35PM,May 13 2018  8:35PM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.540337,-97.698594
1205689,23/04/18 14:49,Apr 23 2018  2:49PM,Apr 23 2018  2:49PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.54034,-97.697175
1598283,14/08/18 19:36,Aug 14 2018  7:36PM,Aug 14 2018  7:36PM,Miscellaneous,TRN-Transport,3,19/02/19 12:14,30.5404,-97.680845
1712527,02/02/18 15:00,Feb  2 2018  3:00PM,Feb  2 2018  3:00PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.54043,-97.650395
1081962,27/06/18 21:23,Jun 27 2018  9:23PM,Jun 27 2018  9:23PM,Suspicious Vehicle,BKG-Booking,2,19/02/19 12:14,30.540484,-97.704938
1338526,03/08/18 19:57,Aug  3 2018  7:57PM,Aug  3 2018  7:57PM,Robbery of Person,RPT-Report,1,19/02/19 12:14,30.540513,-97.707911
1256287,06/09/18 19:07,Sep  6 2018  7:07PM,Sep  6 2018  7:07PM,Domestic,TRN-Transport,2,19/02/19 12:14,30.540583,-97.695542
1790011,29/04/18 18:54,Apr 29 2018  6:54PM,Apr 29 2018  6:54PM,Disturbance,AOK- All OK,2,19/02/19 12:14,30.540611,-97.701724
1412384,06/12/18 15:46,Dec  6 2018  3:46PM,Dec  6 2018  3:46PM,Narcotics Activity,AST-Assist,2,19/02/19 12:14,30.540655,-97.709903
1522243,15/07/18 14:59,Jul 15 2018  2:59PM,Jul 15 2018  2:59PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.540657,-97.711164
1251179,31/10/18 21:21,Oct 31 2018  9:21PM,Oct 31 2018  9:21PM,Damage Property-In Progress,AST-Assist,1,19/02/19 12:14,30.540663,-97.671526
1715609,07/02/18 21:34,Feb  7 2018  9:34PM,Feb  7 2018  9:34PM,Suspicious Vehicle,ADV-Advised,2,19/02/19 12:14,30.54069,-97.670015
1092893,29/07/18 10:05,Jul 29 2018 10:05AM,Jul 29 2018 10:05AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.54069,-97.655455
1312119,21/02/18 00:06,Feb 21 2018 12:06AM,Feb 21 2018 12:06AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.540698,-97.608828
1624959,25/04/18 22:46,Apr 25 2018 10:46PM,Apr 25 2018 10:46PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.54075,-97.711225
1796962,02/05/18 20:42,May  2 2018  8:42PM,May  2 2018  8:42PM,Check the Welfare,AST-Assist,2,19/02/19 12:14,30.540804,-97.717563
1162451,17/09/18 12:15,Sep 17 2018 12:15PM,Sep 17 2018 12:15PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.54085,-97.690925
1068543,07/06/18 12:15,Jun  7 2018 12:15PM,Jun  7 2018 12:15PM,Suspicious Vehicle,TAG-Tagged,4,19/02/19 12:14,30.540859,-97.671662
1572702,08/07/18 19:06,Jul  8 2018  7:06PM,Jul  8 2018  7:06PM,Music-Loud,ADV-Advised,3,19/02/19 12:14,30.540873,-97.706426
1315602,05/03/18 17:10,Mar  5 2018  5:10PM,Mar  5 2018  5:10PM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.540913,-97.656566
1756744,03/05/18 19:57,May  3 2018  7:57PM,May  3 2018  7:57PM,Walk Through a Building,INS-Inservice,2,19/02/19 12:14,30.540913,-97.656566
1651258,23/10/18 10:26,Oct 23 2018 10:26AM,Oct 23 2018 10:26AM,Suspicious Vehicle,TAG-Tagged,2,19/02/19 12:14,30.540916,-97.706567
1407208,07/03/18 22:06,Mar  7 2018 10:06PM,Mar  7 2018 10:06PM,DWI Court-Home Visit,AOK- All OK,4,19/02/19 12:14,30.540971,-97.715006
1014084,11/06/18 21:03,Jun 11 2018  9:03PM,Jun 11 2018  9:03PM,Check the Welfare,AOK- All OK,2,19/02/19 12:14,30.540977,-97.669099
1431709,01/02/18 14:59,Feb  1 2018  2:59PM,Feb  1 2018  2:59PM,Theft - Report Only,RPT-Report,3,19/02/19 12:14,30.540979,-97.665692
1422356,07/01/18 17:36,Jan  7 2018  5:36PM,Jan  7 2018  5:36PM,Threats,INF-Information,2,19/02/19 12:14,30.54098,-97.665865
1297323,17/03/18 12:34,Mar 17 2018 12:34PM,Mar 17 2018 12:34PM,Parking Problem,INS-Inservice,3,19/02/19 12:14,30.540981,-97.666996
1555687,03/03/18 22:52,Mar  3 2018 10:52PM,Mar  3 2018 10:52PM,Suspicious Person,TAG-Tagged,2,19/02/19 12:14,30.540981,-97.655404
1510488,03/07/18 13:55,Jul  3 2018  1:55PM,Jul  3 2018  1:55PM,Tenant Trouble,ADV-Advised,2,19/02/19 12:14,30.540982,-97.667295
1777287,10/05/18 05:41,May 10 2018  5:41AM,May 10 2018  5:41AM,Property Damage/Hit & Run,RPT-Report,2,19/02/19 12:14,30.540985,-97.706796
1714237,05/02/18 02:36,Feb  5 2018  2:36AM,Feb  5 2018  2:36AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.54103,-97.667915
1232870,02/04/18 08:50,Apr  2 2018  8:50AM,Apr  2 2018  8:50AM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.54107,-97.722985
1802825,31/05/18 22:33,May 31 2018 10:33PM,May 31 2018 10:33PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.541142,-97.705865
1811908,18/05/18 18:54,May 18 2018  6:54PM,May 18 2018  6:54PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.541276,-97.664521
1188423,11/01/18 10:45,Jan 11 2018 10:45AM,Jan 11 2018 10:45AM,Emotionally Disturb Person,TRN-Transport,1,19/02/19 12:14,30.541346,-97.709904
1575953,14/11/18 18:09,Nov 14 2018  6:09PM,Nov 14 2018  6:09PM,Miscellaneous,INF-Information,3,19/02/19 12:14,30.541493,-97.654194
1735242,12/03/18 07:52,Mar 12 2018  7:52AM,Mar 12 2018  7:52AM,Suspicious Vehicle,AOK- All OK,2,19/02/19 12:14,30.54155,-97.690995
1685315,20/04/18 17:53,Apr 20 2018  5:53PM,Apr 20 2018  5:53PM,Disturbance,GOA-Gone on Arrival,2,19/02/19 12:14,30.541561,-97.689432
1153449,21/11/18 19:59,Nov 21 2018  7:59PM,Nov 21 2018  7:59PM,Person with a Gun,RPT-Report,4,19/02/19 12:14,30.541564,-97.690945
1773405,03/02/18 21:10,Feb  3 2018  9:10PM,Feb  3 2018  9:10PM,Check the Welfare,GOA-Gone on Arrival,2,19/02/19 12:14,30.541565,-97.688054
1127697,09/01/18 19:10,Jan  9 2018  7:10PM,Jan  9 2018  7:10PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.541572,-97.694007
1177567,31/01/18 11:30,Jan 31 2018 11:30AM,Jan 31 2018 11:30AM,Receive Information,ADV-Advised,3,19/02/19 12:14,30.541591,-97.698889
1212988,06/08/18 14:38,Aug  6 2018  2:38PM,Aug  6 2018  2:38PM,Burglary Dwlng In Progress,SNT-Sent,1,19/02/19 12:14,30.541593,-97.700124
1501736,17/06/18 22:16,Jun 17 2018 10:16PM,Jun 17 2018 10:16PM,ShotSpotter Activation,AST-Assist,1,19/02/19 12:14,30.541593,-97.700124
1531349,07/09/18 16:09,Sep  7 2018  4:09PM,Sep  7 2018  4:09PM,Assist Fire Personnel,,1,19/02/19 12:14,30.541603,-97.712443
1130117,30/11/18 23:13,Nov 30 2018 11:13PM,Nov 30 2018 11:13PM,Audible Residential Alarm,SEC- Secured,1,19/02/19 12:14,30.541622,-97.692475
1145325,05/11/18 08:10,Nov  5 2018  8:10AM,Nov  5 2018  8:10AM,Threats,ADV-Advised,2,19/02/19 12:14,30.541665,-97.687895
1595950,12/08/18 14:14,Aug 12 2018  2:14PM,Aug 12 2018  2:14PM,Assault in Progress,AST-Assist,1,19/02/19 12:14,30.541665,-97.687895
1138014,27/08/18 21:57,Aug 27 2018  9:57PM,Aug 27 2018  9:57PM,Down Outside-One,AST-Assist,1,19/02/19 12:14,30.541673,-97.68943
1159529,12/09/18 22:46,Sep 12 2018 10:46PM,Sep 12 2018 10:46PM,Disturbance,ADV-Advised,2,19/02/19 12:14,30.541684,-97.694007
1746283,03/11/18 12:44,Nov  3 2018 12:44PM,Nov  3 2018 12:44PM,Unwanted Person,GOA-Gone on Arrival,2,19/02/19 12:14,30.541736,-97.673979
1533535,11/09/18 20:21,Sep 11 2018  8:21PM,Sep 11 2018  8:21PM,Miscellaneous,AOK- All OK,3,19/02/19 12:14,30.541739,-97.700124
1443789,14/08/18 13:42,Aug 14 2018  1:42PM,Aug 14 2018  1:42PM,Damage Property-Rpt Only,INF-Information,3,19/02/19 12:14,30.541758,-97.717565
1399371,19/11/18 14:41,Nov 19 2018  2:41PM,Nov 19 2018  2:41PM,Attempt Pick-Up,UTL-Unable to Locate,2,19/02/19 12:14,30.541759,-97.715007
1088330,24/10/18 21:36,Oct 24 2018  9:36PM,Oct 24 2018  9:36PM,Kid Trouble,,2,19/02/19 12:14,30.541772,-97.695537
1308836,10/01/18 17:43,Jan 10 2018  5:43PM,Jan 10 2018  5:43PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.541795,-97.641399
1773494,05/02/18 15:59,Feb  5 2018  3:59PM,Feb  5 2018  3:59PM,Check the Welfare,AOK- All OK,2,19/02/19 12:14,30.541897,-97.705845
1264992,03/12/18 16:51,Dec  3 2018  4:51PM,Dec  3 2018  4:51PM,Check the Welfare,GOA-Gone on Arrival,2,19/02/19 12:14,30.541904,-97.698594
1229754,29/03/18 10:32,Mar 29 2018 10:32AM,Mar 29 2018 10:32AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.54198,-97.708845
1306821,06/02/18 22:23,Feb  6 2018 10:23PM,Feb  6 2018 10:23PM,Suspicious Person,ADV-Advised,2,19/02/19 12:14,30.54204,-97.700215
1715655,07/02/18 22:34,Feb  7 2018 10:34PM,Feb  7 2018 10:34PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.54208,-97.669125
1759416,23/07/18 08:36,Jul 23 2018  8:36AM,Jul 23 2018  8:36AM,Miscellaneous,INS-Inservice,3,19/02/19 12:14,30.542098,-97.640126
1793731,27/05/18 03:40,May 27 2018  3:40AM,May 27 2018  3:40AM,Domestic,ADV-Advised,2,19/02/19 12:14,30.542104,-97.670628
1104494,01/08/18 16:58,Aug  1 2018  4:58PM,Aug  1 2018  4:58PM,Walk Through a Building,,2,19/02/19 12:14,30.54225,-97.613915
1624988,25/04/18 23:17,Apr 25 2018 11:17PM,Apr 25 2018 11:17PM,Walk Through a Building,AOK- All OK,2,19/02/19 12:14,30.54227,-97.614095
1198231,21/01/18 17:16,Jan 21 2018  5:16PM,Jan 21 2018  5:16PM,Threats,ADV-Advised,2,19/02/19 12:14,30.542307,-97.669107
1615611,28/08/18 15:17,Aug 28 2018  3:17PM,Aug 28 2018  3:17PM,Suspicious Vehicle,SNT-Sent,2,19/02/19 12:14,30.54233,-97.698635
1037526,03/09/18 00:38,Sep  3 2018 12:38AM,Sep  3 2018 12:38AM,Music-Loud,ADV-Advised,3,19/02/19 12:14,30.54236,-97.66185
1195676,22/02/18 12:42,Feb 22 2018 12:42PM,Feb 22 2018 12:42PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.542363,-97.708853
1548129,15/02/18 00:28,Feb 15 2018 12:28AM,Feb 15 2018 12:28AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.542363,-97.708853
1656809,06/11/18 21:03,Nov  6 2018  9:03PM,Nov  6 2018  9:03PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.542363,-97.708853
1740063,10/05/18 11:50,May 10 2018 11:50AM,May 10 2018 11:50AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.542363,-97.708853
1106476,04/08/18 13:15,Aug  4 2018  1:15PM,Aug  4 2018  1:15PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.542372,-97.650292
1210425,31/07/18 18:49,Jul 31 2018  6:49PM,Jul 31 2018  6:49PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.542474,-97.711158
1232830,07/04/18 17:53,Apr  7 2018  5:53PM,Apr  7 2018  5:53PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.542474,-97.711158
1038158,24/03/18 01:51,Mar 24 2018  1:51AM,Mar 24 2018  1:51AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.542482,-97.71244
1003451,18/04/18 20:22,Apr 18 2018  8:22PM,Apr 18 2018  8:22PM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.542486,-97.713718
1053792,02/06/18 22:37,Jun  2 2018 10:37PM,Jun  2 2018 10:37PM,Traffic Law Enforcement,AST-Assist,4,19/02/19 12:14,30.54251,-97.614005
1320913,27/04/18 15:21,Apr 27 2018  3:21PM,Apr 27 2018  3:21PM,Check the Welfare,NOS-No Service,2,19/02/19 12:14,30.542534,-97.711158
1577358,10/04/18 20:41,Apr 10 2018  8:41PM,Apr 10 2018  8:41PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.54265,-97.690945
1819464,23/05/18 19:26,May 23 2018  7:26PM,May 23 2018  7:26PM,Domestic Abuse-In Progress,BKG-Booking,1,19/02/19 12:14,30.542657,-97.688113
1419721,28/12/18 10:56,Dec 28 2018 10:56AM,Dec 28 2018 10:56AM,Suspicious Vehicle,TOW-Towed,2,19/02/19 12:14,30.542657,-97.688097
1701265,09/01/18 03:20,Jan  9 2018  3:20AM,Jan  9 2018  3:20AM,Traffic Law Enforcement,ADV-Advised,4,19/02/19 12:14,30.542667,-97.692471
1053762,02/06/18 22:05,Jun  2 2018 10:05PM,Jun  2 2018 10:05PM,Loud Party,AQT-All Quiet,3,19/02/19 12:14,30.54267,-97.694003
1830841,06/06/18 16:42,Jun  6 2018  4:42PM,Jun  6 2018  4:42PM,Suspicious Vehicle,TAG-Tagged,2,19/02/19 12:14,30.54267,-97.694003
1827624,17/11/18 20:05,Nov 17 2018  8:05PM,Nov 17 2018  8:05PM,Traffic Law Enforcement,TAG-Tagged,4,19/02/19 12:14,30.542683,-97.697064
