APN,PERMITID,TYPE,PERMIT,DECISION,LIQUOR_TYPE,STATUS,ISSUEDATE,EXPIRE_YEAR,EXPIRE_DATE,ESTABLISHMENT_NUM,ESTABLISHMENT_NAME,TYPE_DESCRIPTION,ADDRESS,ZIP,StartDate,EndDate,LATITUDE,LONGITUDE,LastUpdateDate
5000065,20065,"L182",20065,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400065,"Business 365839658","LIQ ON-SALE C-2 W/SS SERIES 1000","SOUTHAMPTON WAY",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.4882,-97.623155,19/02/19 14:40
5000080,20080,"L247",20080,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400080,"Business 490245311","WINE E W/STRONG BEER"," "," ","10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.46479,-97.716805,19/02/19 14:40
5000086,20086,"L246",20086,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400086,"Business 549636694","WINE D W/STRONG BEER","RM 1431",78681,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.55313,-97.711695,19/02/19 14:40
5000087,20087,"L247",20087,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400087,"Business 728353465","WINE E W/STRONG BEER"," "," ","10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.46868,-97.703395,19/02/19 14:40
5000097,20097,"L246",20097,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400097,"Business 547690834","WINE D W/STRONG BEER"," "," ","10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.4604,-97.680495,19/02/19 14:40
5000119,20119,"L247",20119,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400119,"Business 569392273","WINE E W/STRONG BEER","GLENN DR",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.46721,-97.649895,19/02/19 14:40
5000143,20143,"L247",20143,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400143,"Business 227482037","WINE E W/STRONG BEER"," "," ","10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.45583,-97.665985,19/02/19 14:40
5000163,20163,"L242",20163,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400163,"Business 1242062731","WINE A W/STRONG BEER","SUNDANCE DR",78665,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.54131,-97.665205,19/02/19 14:40
5000164,20164,"L245",20164,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400164,"Business 1642117005","WINE C-2 W/STRONG BEER","SUNDANCE DR",78665,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.54131,-97.664765,19/02/19 14:40
5000249,20249,"L196",20249,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400249,"Business 1530996281","LIQ ON-SALE E W/SS SERIES 2000","ANDOVER DR",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.52703,-97.675395,19/02/19 14:40
5000286,20286,"L190",20286,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400286,"Business 439853763","LIQ ON-SALE B W/SS SERIES 2000","W OAK DR",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.52022,-97.675735,19/02/19 14:40
5000320,20320,"L198",20320,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400320,"Business 2092116362","LIQ ON-SALE A W/SS SERIES 3000","W OAK DR",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.52013,-97.675445,19/02/19 14:40
5000347,20347,"L244",20347,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400347,"Business 851642191","WINE C-1 W/STRONG BEER","LANTANA DR",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.52799,-97.660355,19/02/19 14:40
5000395,20395,"L247",20395,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400395,"Business 1587825347","WINE E W/STRONG BEER","HARRELL PKWY",78665,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.53138,-97.633335,19/02/19 14:40
5000464,20464,"L196",20464,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400464,"Business 991338867","LIQ ON-SALE E W/SS SERIES 2000","PECAN AVE",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.51452,-97.674755,19/02/19 14:40
5000465,20465,"L196",20465,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400465,"Business 1819509042","LIQ ON-SALE E W/SS SERIES 2000","PECAN AVE",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.51452,-97.674755,19/02/19 14:40
5000473,20473,"L196",20473,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400473,"Business 929094876","LIQ ON-SALE E W/SS SERIES 2000","PECAN AVE",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.51484,-97.675645,19/02/19 14:40
5000500,20500,"L196",20500,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400500,"Business 1497411414","LIQ ON-SALE E W/SS SERIES 2000","ALLEY ALY",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.51333,-97.676855,19/02/19 14:40
5000559,20559,"L247",20559,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400559,"Business 1496433872","WINE E W/STRONG BEER","CLEAR SPRING CV",78665,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.51229,-97.622995,19/02/19 14:40
5000567,20567,"L186",20567,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400567,"Business 97848038","LIQ ON-SALE E W/SS SERIES 1000","RED BUD LN",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.48872,-97.609555,19/02/19 14:40
5000568,20568,"L186",20568,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400568,"Business 1067685007","LIQ ON-SALE E W/SS SERIES 1000","RED BUD LN",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.48872,-97.609555,19/02/19 14:40
5000569,20569,"L186",20569,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400569,"Business 928506010","LIQ ON-SALE E W/SS SERIES 1000","RED BUD LN",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.48872,-97.609555,19/02/19 14:40
5000570,20570,"L186",20570,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400570,"Business 375082594","LIQ ON-SALE E W/SS SERIES 1000","RED BUD LN",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.48872,-97.609555,19/02/19 14:40
5000619,20619,"L188",20619,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400619,"Business 45058702","LIQ ON-SALE A W/SS SERIES 2000","CHISHOLM VALLEY DR",78681,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.48873,-97.693235,19/02/19 14:40
5000650,20650,"L196",20650,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400650,"Business 1457742836","LIQ ON-SALE E W/SS SERIES 2000","COOPER WAY",78681,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.4893,-97.690625,19/02/19 14:40
5000663,20663,"L247",20663,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400663,"Business 1088613361","WINE E W/STRONG BEER","STRATFORD CT",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.48865,-97.666015,19/02/19 14:40
5000670,20670,"L190",20670,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400670,"Business 755017649","LIQ ON-SALE B W/SS SERIES 2000","GATTIS SCHOOL RD",78665,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.49652,-97.638095,19/02/19 14:40
5000680,20680,"L247",20680,"APPROVED","ON Sale","OPEN","10/05/2017 12:00:00 AM",2019,"10/05/2019 12:00:00 AM",400680,"Business 1295504968","WINE E W/STRONG BEER","MEISTER LN",78664,"10/05/2017 12:00:00 AM","05/10/2019 12:00:00 AM",30.49259,-97.638175,19/02/19 14:40
5000594,20594,"L192",20594,"NEW","ON Sale","OPEN","05/14/2017 10:10:00 AM",2019,"05/14/2019 10:10:00 AM",400594,"Business 853815753","LIQ ON-SALE C-2 W/SS SERIES 2000","SHADOW BROOK CIR",78681,"05/14/2017 10:10 AM","05/14/2019 10:10:00 AM",30.48873,-97.705355,19/02/19 14:40
5000501,20501,"L196",20501,"NEW","ON Sale","OPEN","05/15/2017 02:51:00 PM",2019,"05/15/2019 02:51:00 PM",400501,"Business 1075133558","LIQ ON-SALE E W/SS SERIES 2000","ALLEY ALY",78664,"05/15/2017 02:51 PM","05/15/2019 02:51:00 PM",30.51333,-97.676855,19/02/19 14:40
5000506,20506,"L208",20506,"NEW","ON Sale","OPEN","05/15/2017 10:18:00 AM",2019,"05/15/2019 10:18:00 AM",400506,"Business 47377869","LIQ ON-SALE A W/SS SERIES 4000","E MILAM AVE",78664,"05/15/2017 10:18 AM","05/15/2019 10:18:00 AM",30.51267,-97.675995,19/02/19 14:40
5000304,20304,"L208",20304,"NEW","ON Sale","OPEN","05/21/2017 12:06:00 PM",2019,"05/21/2019 12:06:00 PM",400304,"Business 1201346248","LIQ ON-SALE A W/SS SERIES 4000","SERVICE",78664,"05/21/2017 12:06 PM","05/21/2019 12:06:00 PM",30.51963,-97.679115,19/02/19 14:40
5000438,20438,"L180",20438,"NEW","ON Sale","OPEN","05/22/2017 08:46:00 AM",2019,"05/22/2019 08:46:00 AM",400438,"Business 353156349","LIQ ON-SALE B W/SS SERIES 1000","N A W GRIMES BLVD",78664,"05/22/2017 08:46 AM","05/22/2019 08:46:00 AM",30.51496,-97.655875,19/02/19 14:40
5000237,20237,"L186",20237,"NEW","ON Sale","OPEN","05/23/2017 03:42:00 PM",2019,"05/23/2019 03:42:00 PM",400237,"Business 605301134","LIQ ON-SALE E W/SS SERIES 1000","AMESWOOD DR",78664,"05/23/2017 03:42 PM","05/23/2019 03:42:00 PM",30.52702,-97.679565,19/02/19 14:40
5000073,20073,"L247",20073,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400073,"Business 1480200317","WINE E W/STRONG BEER"," "," ","05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.46358,-97.619365,19/02/19 14:40
5000104,20104,"L210",20104,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400104,"Business 1509363168","LIQ ON-SALE B W/SS SERIES 4000","LUTHER PETERSON PL",78665,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.54761,-97.675205,19/02/19 14:40
5000136,20136,"L215",20136,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400136,"Business 810106980","LIQ ON-SALE E SERIES 4000","CHANDLER CREEK BLVD",78665,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.53917,-97.649645,19/02/19 14:40
5000160,20160,"L247",20160,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400160,"Business 617431753","WINE E W/STRONG BEER","SETTLEMENT DR",78665,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.54068,-97.667315,19/02/19 14:40
5000174,20174,"L246",20174,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400174,"Business 1487395563","WINE D W/STRONG BEER"," "," ","05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.45939,-97.687025,19/02/19 14:40
5000179,20179,"L190",20179,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400179,"Business 629421182","LIQ ON-SALE B W/SS SERIES 2000","N MAYS ST",78665,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.53948,-97.687705,19/02/19 14:40
5000194,20194,"L246",20194,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400194,"Business 1499751303","WINE D W/STRONG BEER"," "," ","05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.45223,-97.693005,19/02/19 14:40
5000216,20216,"L231",20216,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400216,"Business 1360471418","BEER BOTTLE CLUB ON SALE"," "," ","05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.44164,-97.626305,19/02/19 14:40
5000221,20221,"L192",20221,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400221,"Business 1097892243","LIQ ON-SALE C-2 W/SS SERIES 2000"," "," ","05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.44478,-97.711215,19/02/19 14:40
5000239,20239,"L186",20239,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400239,"Business 783366816","LIQ ON-SALE E W/SS SERIES 1000","AMESWOOD DR",78664,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.52702,-97.679565,19/02/19 14:40
5000273,20273,"L208",20273,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400273,"Business 1804941508","LIQ ON-SALE A W/SS SERIES 4000","ROBB LN",78664,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.52269,-97.678715,19/02/19 14:40
5000310,20310,"L172",20310,"APPROVED","Off Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400310,"Business 1418265860","LIQ OFF-SALE SERIES 3000","SERVICE",78664,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.51963,-97.679115,19/02/19 14:40
5000311,20311,"L198",20311,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400311,"Business 1060680069","LIQ ON-SALE A W/SS SERIES 3000","SERVICE",78664,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.51963,-97.679115,19/02/19 14:40
5000425,20425,"L247",20425,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400425,"Business 378112170","WINE E W/STRONG BEER","WISTERIA WAY",78664,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.50977,-97.649445,19/02/19 14:40
5000571,20571,"L186",20571,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400571,"Business 520522568","LIQ ON-SALE E W/SS SERIES 1000","RED BUD LN",78664,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.48872,-97.609555,19/02/19 14:40
5000620,20620,"L188",20620,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400620,"Business 1303571965","LIQ ON-SALE A W/SS SERIES 2000","CHISHOLM VALLEY DR",78681,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.48873,-97.693235,19/02/19 14:40
5000623,20623,"L216",20623,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400623,"Business 786071497","LIQ ON-SALE E W/SS SERIES 4000","LYNDA SUE ST",78681,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.48923,-97.691465,19/02/19 14:40
5000654,20654,"L194",20654,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400654,"Business 1335780900","LIQ ON-SALE D W/SS SERIES 2000","S IH 35 FR",78681,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.49542,-97.680395,19/02/19 14:40
5000669,20669,"L190",20669,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400669,"Business 1238106288","LIQ ON-SALE B W/SS SERIES 2000","GATTIS SCHOOL RD",78665,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.49652,-97.638095,19/02/19 14:40
5000672,20672,"L210",20672,"APPROVED","ON Sale","OPEN","05/24/2017 12:00:00 AM",2019,"05/24/2019 12:00:00 AM",400672,"Business 1743814221","LIQ ON-SALE B W/SS SERIES 4000","N ROSENBOROUGH LN",78665,"05/24/2017 12:00:00 AM","05/24/2019 12:00:00 AM",30.4972,-97.638745,19/02/19 14:40
5000625,20625,"L202",20625,"NEW","ON Sale","OPEN","05/28/2017 03:55:00 PM",2019,"05/28/2019 03:55:00 PM",400625,"Business 699831545","LIQ ON-SALE C-2 W/SS SERIES 3000","CHISHOLM VALLEY DR",78681,"05/28/2017 03:55 PM","05/28/2019 03:55:00 PM",30.48942,-97.693235,19/02/19 14:40
5000309,20309,"L170",20309,"NEW PROP","Off Sale","OPEN","05/29/2017 02:09:00 PM",2019,"05/29/2019 02:09:00 PM",400309,"Business 2073985038","LIQ OFF-SALE SERIES 1000","SERVICE",78664,"05/29/2017 02:09 PM","05/29/2019 02:09:00 PM",30.51963,-97.679115,19/02/19 14:40
5000011,20011,"L247",20011,"NEW","ON Sale","OPEN","05/29/2017 03:07:00 PM",2019,"05/29/2019 03:07:00 PM",400011,"Business 1045032045","WINE E W/STRONG BEER","MEISTER PL",78664,"05/29/2017 03:07 PM","05/29/2019 03:07:00 PM",30.48784,-97.636435,19/02/19 14:40
5000012,20012,"L247",20012,"NEW","ON Sale","OPEN","05/29/2017 03:18:00 PM",2019,"05/29/2019 03:18:00 PM",400012,"Business 1551693372","WINE E W/STRONG BEER","MEISTER PL",78664,"05/29/2017 03:18 PM","05/29/2019 03:18:00 PM",30.48784,-97.636435,19/02/19 14:40
5000048,20048,"L206",20048,"NEW","ON Sale","OPEN","05/29/2017 11:41:00 AM",2019,"05/29/2019 11:41:00 AM",400048,"Business 793501475","LIQ ON-SALE E W/SS SERIES 3000","CHINCOTEAGUE WAY",78681,"05/29/2017 11:41 AM","05/29/2019 11:41:00 AM",30.48822,-97.704515,19/02/19 14:40
5000535,20535,"L172",20535,"NEW PROP","Off Sale","OPEN","05/30/2017 11:14:00 AM",2019,"05/30/2019 11:14:00 AM",400535,"Business 1186404528","LIQ OFF-SALE SERIES 3000","W AUSTIN AVE",78664,"05/30/2017 11:14 AM","05/30/2019 11:14:00 AM",30.5097,-97.682885,19/02/19 14:40
5000178,20178,"L190",20178,"NEW","ON Sale","OPEN","05/30/2017 11:28:00 AM",2019,"05/30/2019 11:28:00 AM",400178,"Business 1573462941","LIQ ON-SALE B W/SS SERIES 2000","N MAYS ST",78665,"05/30/2017 11:28 AM","05/30/2019 11:28:00 AM",30.53948,-97.687705,19/02/19 14:40
5000192,20192,"L247",20192,"NEW","ON Sale","OPEN","05/31/2017 09:51:00 AM",2019,"05/31/2019 09:51:00 AM",400192,"Business 611143206","WINE E W/STRONG BEER"," "," ","05/31/2017 09:51 AM","05/31/2019 09:51:00 AM",30.45223,-97.693395,19/02/19 14:40
5000040,20040,"L216",20040,"APPROVED","ON Sale","OPEN","02/11/2017 12:00:00 AM",2019,"02/11/2019 12:00:00 AM",400040,"Business 1759563825","LIQ ON-SALE E W/SS SERIES 4000","E MESSICK LOOP",78681,"02/11/2017 12:00:00 AM","11/02/2019 12:00:00 AM",30.48816,-97.700865,19/02/19 14:40
5000172,20172,"L212",20172,"APPROVED","ON Sale","OPEN","02/11/2017 12:00:00 AM",2019,"02/11/2019 12:00:00 AM",400172,"Business 7073749","LIQ ON-SALE C-2 W/SS SERIES 4000","N A W GRIMES BLVD",78664,"02/11/2017 12:00:00 AM","11/02/2019 12:00:00 AM",30.53495,-97.651865,19/02/19 14:40
5000444,20444,"L214",20444,"APPROVED","ON Sale","OPEN","02/11/2017 12:00:00 AM",2019,"02/11/2019 12:00:00 AM",400444,"Business 605436989","LIQ ON-SALE D W/SS SERIES 4000","SUGAR BERRY CV",78664,"02/11/2017 12:00:00 AM","11/02/2019 12:00:00 AM",30.51306,-97.651105,19/02/19 14:40
5000502,20502,"L216",20502,"APPROVED","ON Sale","OPEN","02/11/2017 12:00:00 AM",2019,"02/11/2019 12:00:00 AM",400502,"Business 1738202766","LIQ ON-SALE E W/SS SERIES 4000","N BLAIR ST",78664,"02/11/2017 12:00:00 AM","11/02/2019 12:00:00 AM",30.51018,-97.680525,19/02/19 14:40
5000675,20675,"L216",20675,"APPROVED","ON Sale","OPEN","02/11/2017 12:00:00 AM",2019,"02/11/2019 12:00:00 AM",400675,"Business 1943233986","LIQ ON-SALE E W/SS SERIES 4000","PLUME GRASS PL",78665,"02/11/2017 12:00:00 AM","11/02/2019 12:00:00 AM",30.50261,-97.643465,19/02/19 14:40
5000134,20134,"L215",20134,"APPROVED","ON Sale","OPEN","11/16/2017 12:00:00 AM",2019,"11/16/2019 12:00:00 AM",400134,"Business 1404796775","LIQ ON-SALE E SERIES 4000","CHANDLER CREEK BLVD",78665,"11/16/2017 12:00:00 AM","11/16/2019 12:00:00 AM",30.53917,-97.649645,19/02/19 14:40
5000433,20433,"L208",20433,"APPROVED","ON Sale","OPEN","11/16/2017 12:00:00 AM",2019,"11/16/2019 12:00:00 AM",400433,"Business 82862993","LIQ ON-SALE A W/SS SERIES 4000","SUGAR BERRY CV",78664,"11/16/2017 12:00:00 AM","11/16/2019 12:00:00 AM",30.51388,-97.650815,19/02/19 14:40
5000475,20475,"L239",20475,"APPROVED","ON Sale","OPEN","11/16/2017 12:00:00 AM",2019,"11/16/2019 12:00:00 AM",400475,"Business 242790477","LIQ ON-SALE C-1 W/SS SERIES 4000","PECAN AVE",78664,"11/16/2017 12:00:00 AM","11/16/2019 12:00:00 AM",30.51484,-97.675645,19/02/19 14:40
5000274,20274,"L208",20274,"PENDING","ON Sale","OPEN","11/18/2017 12:00:00 AM",2019,"11/18/2019 12:00:00 AM",400274,"Business 1840693495","LIQ ON-SALE A W/SS SERIES 4000","ROBB LN",78664,"11/18/2017 12:00:00 AM","11/18/2019 12:00:00 AM",30.52269,-97.678715,19/02/19 14:40
5000018,20018,"L210",20018,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400018,"Business 111662186","LIQ ON-SALE B W/SS SERIES 4000","WINDY PARK DR",78664,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.48819,-97.656385,19/02/19 14:40
5000076,20076,"L173",20076,"APPROVED","Off Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400076,"Business 1952318637","LIQ OFF-SALE SERIES 4000"," "," ","05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.46304,-97.731415,19/02/19 14:40
5000098,20098,"L216",20098,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400098,"Business 289976162","LIQ ON-SALE E W/SS SERIES 4000","LONGHORN TRL",78665,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.55337,-97.675365,19/02/19 14:40
5000106,20106,"L173",20106,"APPROVED","Off Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400106,"Business 320327476","LIQ OFF-SALE SERIES 4000","AVERY-NELSON PKWY",78665,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.55468,-97.650825,19/02/19 14:40
5000115,20115,"L216",20115,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400115,"Business 966419986","LIQ ON-SALE E W/SS SERIES 4000","SETTLEMENT DR",78665,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.54739,-97.664835,19/02/19 14:40
5000154,20154,"L211",20154,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400154,"Business 1883502069","LIQ ON-SALE C-2 SERIES 4000","WILDERNESS PATH",78665,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.5412,-97.669345,19/02/19 14:40
5000185,20185,"L216",20185,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400185,"Business 774713675","LIQ ON-SALE E W/SS SERIES 4000","E OLD SETTLERS BLVD",78665,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.53988,-97.680815,19/02/19 14:40
5000213,20213,"L173",20213,"APPROVED","Off Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400213,"Business 2056181655","LIQ OFF-SALE SERIES 4000"," "," ","05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.45205,-97.626265,19/02/19 14:40
5000240,20240,"L210",20240,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400240,"Business 1431065131","LIQ ON-SALE B W/SS SERIES 4000","AMESWOOD PL",78664,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.52752,-97.678835,19/02/19 14:40
5000243,20243,"L212",20243,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400243,"Business 1551667867","LIQ ON-SALE C-2 W/SS SERIES 4000","KAREN CV",78664,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.52449,-97.676015,19/02/19 14:40
5000266,20266,"L239",20266,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400266,"Business 909185661","LIQ ON-SALE C-1 W/SS SERIES 4000","W OAK DR",78664,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.52087,-97.675545,19/02/19 14:40
5000268,20268,"L210",20268,"APPROVED","ON Sale","OPEN","05/10/2017 12:00:00 AM",2019,"05/10/2019 12:00:00 AM",400268,"Business 1458700464","LIQ ON-SALE B W/SS SERIES 4000","KAROLYN DR",78664,"05/10/2017 12:00:00 AM","10/05/2019 12:00:00 AM",30.52161,-97.674625,19/02/19 14:40
